projectId,startDate,endDate,ProjValue,impact_category,process_name,kpi_name,actual,bp_lower_bound,bp_upper_bound,bp_range_display,unit,higher_is_better,importance_weight,score,phase wt,process wt,KPI wt,realized_value,unrealized_value,process_level_unrealized_value,phase_level_unrealized_value,ID,,,,,,,
P-WE-010,9/28/2021,9/23/2022,2500000,GL Insurance,financial,Payments to Invoices Ratio (Deviation),0.073,0,0.1,< 10%,%,FALSE,4,27,0.5,0.05,0.2,5.4,14.6,0.73,0.365,P-WE-010GL Insurancefinancial,,,,,,,
P-WE-010,9/28/2021,9/23/2022,2500000,GL Insurance,operations,RFIs Closed on Time,0.296,0.8,1,> 80%,%,TRUE,3,42,0.5,0.45,0.05,2.1,2.9,1.305,0.6525,P-WE-010GL Insuranceoperations,,,,,,,
P-WE-010,9/28/2021,9/23/2022,2500000,GL Insurance,operations,RFIs Lead Time,1.47,7,99,> 7 days, days,TRUE,2,26,0.5,0.45,0.1,2.6,7.4,3.33,1.665,P-WE-010GL Insuranceoperations,,,,,,,
P-WE-010,9/28/2021,9/23/2022,2500000,GL Insurance,operations,RFIs Rate,0.126,0.3,0.5,30-50%, days,FALSE,2,47,0.5,0.3,0.4,18.8,21.2,6.36,3.18,P-WE-010GL Insuranceoperations,,,,,,,
P-WE-010,9/28/2021,9/23/2022,2500000,GL Insurance,operations,Submittals Closed on Time,0.416,0.8,1,> 80%,%,TRUE,3,57,0.5,0.45,0.05,2.85,2.15,0.9675,0.48375,P-WE-010GL Insuranceoperations,,,,,,,
P-WE-010,9/28/2021,9/23/2022,2500000,GL Insurance,operations,Submittals Lead Time,7.35,21,99,> 21 days, days,TRUE,2,40,0.5,0.45,0.15,6,9,4.05,2.025,P-WE-010GL Insuranceoperations,,,,,,,
P-WE-010,9/28/2021,9/23/2022,2500000,GL Insurance,operations,Submittals Rate,0.424,0.8,1,> 80%,%,TRUE,3,58,0.5,0.3,0.25,14.5,10.5,3.15,1.575,P-WE-010GL Insuranceoperations,,,,,,,
P-WE-010,9/28/2021,9/23/2022,2500000,GL Insurance,quality,Observation Rate,0.0294,0,0.14,> 1/week,/week,TRUE,2,23,0.5,0.15,0.1,2.3,7.7,1.155,0.5775,P-WE-010GL Insurancequality,,,,,,,
P-WE-010,9/28/2021,9/23/2022,2500000,GL Insurance,quality,Observations Closed on Time,0.136,0.8,1,> 80%,%,TRUE,2,19,0.5,0.15,0.25,4.75,20.25,3.0375,1.51875,P-WE-010GL Insurancequality,,,,,,,
P-WE-010,9/28/2021,9/23/2022,2500000,GL Insurance,quality,Quality Insp. Attach. Rate,0.05,1,99,> 1/insp.,/insp.,TRUE,2,7,0.5,0.15,0.3,2.1,27.9,4.185,2.0925,P-WE-010GL Insurancequality,,,,,,,
P-WE-010,9/28/2021,9/23/2022,2500000,GL Insurance,quality,Quality Inspection Rate,0.028,0,0.14,> 1/week,/week,TRUE,4,22,0.5,0.15,0.35,7.7,27.3,4.095,2.0475,P-WE-010GL Insurancequality,,,,,,,
P-WE-010,9/28/2021,9/23/2022,2500000,GL Insurance,safety,Incident Detail Quality,0.1007,0.9,1,> 90%,%,TRUE,1,48,0.5,0.25,0.2,9.6,10.4,2.6,1.3,P-WE-010GL Insurancesafety,,,,,,,
P-WE-010,9/28/2021,9/23/2022,2500000,GL Insurance,safety,Incident Rate,0.94,0,0,0, incidents,FALSE,4,48,0.5,0.25,0.35,16.8,18.2,4.55,2.275,P-WE-010GL Insurancesafety,,,,,,,
P-WE-010,9/28/2021,9/23/2022,2500000,GL Insurance,safety,Near Miss Detail Quality,0,0.9,1,> 90%,%,TRUE,1,26,0.5,0.25,0,0,0,0,0,P-WE-010GL Insurancesafety,,,,,,,
P-WE-010,9/28/2021,9/23/2022,2500000,GL Insurance,safety,Near Miss Rate,0,0,0,0, near misses,FALSE,2,15,0.5,0.25,0,0,0,0,0,P-WE-010GL Insurancesafety,,,,,,,
P-WE-010,9/28/2021,9/23/2022,2500000,GL Insurance,safety,Safety Insp. Attach. Rate,0.45,1,99,> 1/insp.,/insp.,TRUE,2,40,0.5,0.25,0.1,4,6,1.5,0.75,P-WE-010GL Insurancesafety,,,,,,,
P-WE-010,9/28/2021,9/23/2022,2500000,GL Insurance,safety,Safety Inspection Rate,0.0756,0,0.14,> 1/week,/week,TRUE,3,49,0.5,0.25,0.2,9.8,10.2,2.55,1.275,P-WE-010GL Insurancesafety,,,,,,,
P-WE-010,9/28/2021,9/23/2022,2500000,GL Insurance,safety,Safety Training,0.396,0.9,1,> 90%,%,TRUE,3,39,0.5,0.25,0.15,5.85,9.15,2.2875,1.14375,P-WE-010GL Insurancesafety,,,,,,,
P-WE-010,9/28/2021,9/23/2022,2500000,Safety,communication,Daily Logs Delay,2.28,0,1,Same day, days,FALSE,2,24,0.6,0.1,0.25,6,19,1.9,1.14,P-WE-010Safetycommunication,,,,,,,
P-WE-010,9/28/2021,9/23/2022,2500000,Safety,communication,Daily Logs Rate,0.36,0,1,> 1/day,/day,TRUE,2,36,0.6,0.1,0.15,5.4,9.6,0.96,0.576,P-WE-010Safetycommunication,,,,,,,
P-WE-010,9/28/2021,9/23/2022,2500000,Safety,communication,Meetings Documentation,0.39,0,1,"Minutes, Topic & Attachment", types,TRUE,1,39,0.6,0.1,0.35,13.65,21.35,2.135,1.281,P-WE-010Safetycommunication,,,,,,,
P-WE-010,9/28/2021,9/23/2022,2500000,Safety,communication,Meetings Rate,0.0574,0,0.14,> 1/week,/week,TRUE,1,41,0.6,0.1,0.25,10.25,14.75,1.475,0.885,P-WE-010Safetycommunication,,,,,,,
P-WE-010,9/28/2021,9/23/2022,2500000,Safety,financial,Budgets Create Date,25.2,-30,0,> 30 days pre kickoff, days prior,TRUE,1,8,0.6,0.05,0.03,0.24,2.76,0.138,0.0828,P-WE-010Safetyfinancial,,,,,,,
P-WE-010,9/28/2021,9/23/2022,2500000,Safety,financial,Budgets Usage Rate,0.27,0,1,> 1/proj day,/day,TRUE,4,27,0.6,0.05,0.1,2.7,7.3,0.365,0.219,P-WE-010Safetyfinancial,,,,,,,
P-WE-010,9/28/2021,9/23/2022,2500000,Safety,financial,Change Order Time to Close,10.64,0,14,< 14 days, days,FALSE,3,24,0.5,0.2,0.25,6,19,3.8,1.9,P-WE-010Safetyfinancial,,,,,,,
P-WE-010,9/28/2021,9/23/2022,2500000,Safety,financial,Change Order to Budget Ratio,0.065,0,0.1,< 10%,%,FALSE,3,35,0.6,0.05,0.25,8.75,16.25,0.8125,0.4875,P-WE-010Safetyfinancial,,,,,,,
P-WE-010,9/28/2021,9/23/2022,2500000,Safety,financial,Contract to Budget Ratio (Deviation),0.0275,0,0.25,>25%,%,FALSE,3,11,0.6,0.05,0.15,1.65,13.35,0.6675,0.4005,P-WE-010Safetyfinancial,,,,,,,
P-WE-010,9/28/2021,9/23/2022,2500000,Safety,financial,Invoice to Contract Ratio (Deviation),0.07,0,0.1,< 10%,%,FALSE,2,30,0.6,0.05,0.02,0.6,1.4,0.07,0.042,P-WE-010Safetyfinancial,,,,,,,
P-WE-010,9/28/2021,9/23/2022,2500000,Safety,financial,Payments to Invoices Ratio (Deviation),0.057,0,0.1,< 10%,%,FALSE,4,43,0.6,0.05,0.2,8.6,11.4,0.57,0.342,P-WE-010Safetyfinancial,,,,,,,
P-WE-010,9/28/2021,9/23/2022,2500000,Safety,operations,RFIs Closed on Time,0.064,0.8,1,> 80%,%,TRUE,3,13,0.6,0.25,0.1,1.3,8.7,2.175,1.305,P-WE-010Safetyoperations,,,,,,,
P-WE-010,9/28/2021,9/23/2022,2500000,Safety,operations,RFIs Lead Time,1.68,7,99,> 7 days, days,TRUE,2,29,0.6,0.25,0.3,8.7,21.3,5.325,3.195,P-WE-010Safetyoperations,,,,,,,
P-WE-010,9/28/2021,9/23/2022,2500000,Safety,operations,RFIs Rate,0.066,0.3,0.5,30-50%, days,FALSE,2,27,0.5,0.3,0.2,5.4,14.6,4.38,2.19,P-WE-010Safetyoperations,,,,,,,
P-WE-010,9/28/2021,9/23/2022,2500000,Safety,operations,Submittals Closed on Time,0.232,0.8,1,> 80%,%,TRUE,3,34,0.6,0.25,0.05,1.7,3.3,0.825,0.495,P-WE-010Safetyoperations,,,,,,,
P-WE-010,9/28/2021,9/23/2022,2500000,Safety,operations,Submittals Lead Time,1.47,21,99,> 21 days, days,TRUE,2,12,0.6,0.25,0.2,2.4,17.6,4.4,2.64,P-WE-010Safetyoperations,,,,,,,
P-WE-010,9/28/2021,9/23/2022,2500000,Safety,operations,Submittals Rate,0.208,0.8,1,> 80%,%,TRUE,3,31,0.5,0.3,0.15,4.65,10.35,3.105,1.5525,P-WE-010Safetyoperations,,,,,,,
P-WE-010,9/28/2021,9/23/2022,2500000,Safety,quality,Observation Rate,0.0168,0,0.14,> 1/week,/week,TRUE,2,14,0.6,0.05,0.2,2.8,17.2,0.86,0.516,P-WE-010Safetyquality,,,,,,,
P-WE-010,9/28/2021,9/23/2022,2500000,Safety,quality,Observations Closed on Time,0.064,0.8,1,> 80%,%,TRUE,2,10,0.6,0.05,0.4,4,36,1.8,1.08,P-WE-010Safetyquality,,,,,,,
P-WE-010,9/28/2021,9/23/2022,2500000,Safety,quality,Quality Insp. Attach. Rate,0.21,1,99,> 1/insp.,/insp.,TRUE,2,23,0.6,0.05,0.1,2.3,7.7,0.385,0.231,P-WE-010Safetyquality,,,,,,,
P-WE-010,9/28/2021,9/23/2022,2500000,Safety,quality,Quality Inspection Rate,0.0224,0,0.14,> 1/week,/week,TRUE,4,18,0.6,0.05,0.3,5.4,24.6,1.23,0.738,P-WE-010Safetyquality,,,,,,,
P-WE-010,9/28/2021,9/23/2022,2500000,Safety,safety,Incident Detail Quality,0.0266,0.9,1,> 90%,%,TRUE,1,9,0.6,0.55,0.15,1.35,13.65,7.5075,4.5045,P-WE-010Safetysafety,,,,,,,
P-WE-010,9/28/2021,9/23/2022,2500000,Safety,safety,Incident Rate,1.24,0,0,0, incidents,FALSE,4,33,0.6,0.55,0.25,8.25,16.75,9.2125,5.5275,P-WE-010Safetysafety,,,,,,,
P-WE-010,9/28/2021,9/23/2022,2500000,Safety,safety,Near Miss Detail Quality,0,0.9,1,> 90%,%,TRUE,1,19,0.6,0.55,0,0,0,0,0,P-WE-010Safetysafety,,,,,,,
P-WE-010,9/28/2021,9/23/2022,2500000,Safety,safety,Near Miss Rate,0,0,0,0, near misses,FALSE,2,14,0.6,0.55,0,0,0,0,0,P-WE-010Safetysafety,,,,,,,
P-WE-010,9/28/2021,9/23/2022,2500000,Safety,safety,Safety Insp. Attach. Rate,0.29,1,99,> 1/insp.,/insp.,TRUE,2,24,0.6,0.55,0.1,2.4,7.6,4.18,2.508,P-WE-010Safetysafety,,,,,,,
P-WE-010,9/28/2021,9/23/2022,2500000,Safety,safety,Safety Inspection Rate,0.0448,0,0.14,> 1/week,/week,TRUE,3,27,0.6,0.55,0.2,5.4,14.6,8.03,4.818,P-WE-010Safetysafety,,,,,,,
P-WE-010,9/28/2021,9/23/2022,2500000,Safety,safety,Safety Training,0.432,0.9,1,> 90%,%,TRUE,3,43,0.6,0.55,0.3,12.9,17.1,9.405,5.643,P-WE-010Safetysafety,,,,,,,
P-WE-010,9/28/2021,9/23/2022,2500000,Schedule,communication,Daily Logs Delay,1.8,0,1,Same day, days,FALSE,2,40,0.5,0.15,0.2,8,12,1.8,0.9,P-WE-010Schedulecommunication,,,,,,,
P-WE-010,9/28/2021,9/23/2022,2500000,Schedule,communication,Daily Logs Rate,0.44,0,1,> 1/day,/day,TRUE,2,44,0.5,0.15,0.15,6.6,8.4,1.26,0.63,P-WE-010Schedulecommunication,,,,,,,
P-WE-010,9/28/2021,9/23/2022,2500000,Schedule,communication,Meetings Documentation,0.28,0,1,"Minutes, Topic & Attachment", types,TRUE,1,28,0.5,0.15,0.4,11.2,28.8,4.32,2.16,P-WE-010Schedulecommunication,,,,,,,
P-WE-010,9/28/2021,9/23/2022,2500000,Schedule,communication,Meetings Rate,0.0686,0,0.14,> 1/week,/week,TRUE,1,49,0.5,0.15,0.25,12.25,12.75,1.9125,0.95625,P-WE-010Schedulecommunication,,,,,,,
P-WE-010,9/28/2021,9/23/2022,2500000,Schedule,financial,Budgets Create Date,19.8,-30,0,> 30 days pre kickoff, days prior,TRUE,1,17,0.5,0.2,0.15,2.55,12.45,2.49,1.245,P-WE-010Schedulefinancial,,,,,,,
P-WE-010,9/28/2021,9/23/2022,2500000,Schedule,financial,Budgets Usage Rate,0.1,0,1,> 1/proj day,/day,TRUE,4,10,0.5,0.2,0.05,0.5,4.5,0.9,0.45,P-WE-010Schedulefinancial,,,,,,,
P-WE-010,9/28/2021,9/23/2022,2500000,Schedule,financial,Change Order Time to Close,11.06,0,14,< 14 days, days,FALSE,3,21,0.5,0.2,0.25,5.25,19.75,3.95,1.975,P-WE-010Schedulefinancial,,,,,,,
P-WE-010,9/28/2021,9/23/2022,2500000,Schedule,financial,Change Order to Budget Ratio,0.094,0,0.1,< 10%,%,FALSE,3,6,0.5,0.2,0.15,0.9,14.1,2.82,1.41,P-WE-010Schedulefinancial,,,,,,,
P-WE-010,9/28/2021,9/23/2022,2500000,Schedule,financial,Contract to Budget Ratio (Deviation),0.0075,0,0.25,>25%,%,FALSE,3,3,0.5,0.2,0.1,0.3,9.7,1.94,0.97,P-WE-010Schedulefinancial,,,,,,,
P-WE-010,9/28/2021,9/23/2022,2500000,Schedule,financial,Invoice to Contract Ratio (Deviation),0.075,0,0.1,< 10%,%,FALSE,2,25,0.5,0.2,0.1,2.5,7.5,1.5,0.75,P-WE-010Schedulefinancial,,,,,,,
P-WE-010,9/28/2021,9/23/2022,2500000,Schedule,financial,Payments to Invoices Ratio (Deviation),0.089,0,0.1,< 10%,%,FALSE,4,11,0.5,0.2,0.2,2.2,17.8,3.56,1.78,P-WE-010Schedulefinancial,,,,,,,
P-WE-010,9/28/2021,9/23/2022,2500000,Schedule,operations,RFIs Closed on Time,0.08,0.8,1,> 80%,%,TRUE,3,15,0.5,0.3,0.1,1.5,8.5,2.55,1.275,P-WE-010Scheduleoperations,,,,,,,
P-WE-010,9/28/2021,9/23/2022,2500000,Schedule,operations,RFIs Lead Time,3.36,7,99,> 7 days, days,TRUE,2,53,0.5,0.3,0.25,13.25,11.75,3.525,1.7625,P-WE-010Scheduleoperations,,,,,,,
P-WE-010,9/28/2021,9/23/2022,2500000,Schedule,operations,RFIs Rate,0.09,0.3,0.5,30-50%, days,FALSE,2,35,0.5,0.3,0.2,7,13,3.9,1.95,P-WE-010Scheduleoperations,,,,,,,
P-WE-010,9/28/2021,9/23/2022,2500000,Schedule,operations,Submittals Closed on Time,0.112,0.8,1,> 80%,%,TRUE,3,19,0.5,0.3,0.1,1.9,8.1,2.43,1.215,P-WE-010Scheduleoperations,,,,,,,
P-WE-010,9/28/2021,9/23/2022,2500000,Schedule,operations,Submittals Lead Time,7.77,21,99,> 21 days, days,TRUE,2,42,0.5,0.3,0.2,8.4,11.6,3.48,1.74,P-WE-010Scheduleoperations,,,,,,,
P-WE-010,9/28/2021,9/23/2022,2500000,Schedule,operations,Submittals Rate,0.368,0.8,1,> 80%,%,TRUE,3,51,0.5,0.3,0.15,7.65,7.35,2.205,1.1025,P-WE-010Scheduleoperations,,,,,,,
P-WE-010,9/28/2021,9/23/2022,2500000,Schedule,quality,Observation Rate,0.0476,0,0.14,> 1/week,/week,TRUE,2,36,0.5,0.2,0.15,5.4,9.6,1.92,0.96,P-WE-010Schedulequality,,,,,,,
P-WE-010,9/28/2021,9/23/2022,2500000,Schedule,quality,Observations Closed on Time,0.136,0.8,1,> 80%,%,TRUE,2,19,0.5,0.2,0.45,8.55,36.45,7.29,3.645,P-WE-010Schedulequality,,,,,,,
P-WE-010,9/28/2021,9/23/2022,2500000,Schedule,quality,Quality Insp. Attach. Rate,0.1,1,99,> 1/insp.,/insp.,TRUE,2,12,0.5,0.2,0.1,1.2,8.8,1.76,0.88,P-WE-010Schedulequality,,,,,,,
P-WE-010,9/28/2021,9/23/2022,2500000,Schedule,quality,Quality Inspection Rate,0.035,0,0.14,> 1/week,/week,TRUE,4,27,0.5,0.2,0.3,8.1,21.9,4.38,2.19,P-WE-010Schedulequality,,,,,,,
P-WE-010,9/28/2021,9/23/2022,2500000,Schedule,safety,Incident Detail Quality,0.0589,0.9,1,> 90%,%,TRUE,1,26,0.5,0.15,0.2,5.2,14.8,2.22,1.11,P-WE-010Schedulesafety,,,,,,,
P-WE-010,9/28/2021,9/23/2022,2500000,Schedule,safety,Incident Rate,1.72,0,0,0, incidents,FALSE,4,9,0.5,0.15,0.35,3.15,31.85,4.7775,2.38875,P-WE-010Schedulesafety,,,,,,,
P-WE-010,9/28/2021,9/23/2022,2500000,Schedule,safety,Near Miss Detail Quality,0,0.9,1,> 90%,%,TRUE,1,0,0.5,0.15,0,0,0,0,0,P-WE-010Schedulesafety,,,,,,,
P-WE-010,9/28/2021,9/23/2022,2500000,Schedule,safety,Near Miss Rate,0,0,0,0, near misses,FALSE,2,27,0.5,0.15,0,0,0,0,0,P-WE-010Schedulesafety,,,,,,,
P-WE-010,9/28/2021,9/23/2022,2500000,Schedule,safety,Safety Insp. Attach. Rate,0.13,1,99,> 1/insp.,/insp.,TRUE,2,8,0.5,0.15,0.15,1.2,13.8,2.07,1.035,P-WE-010Schedulesafety,,,,,,,
P-WE-010,9/28/2021,9/23/2022,2500000,Schedule,safety,Safety Inspection Rate,0.0112,0,0.14,> 1/week,/week,TRUE,3,3,0.5,0.15,0.15,0.45,14.55,2.1825,1.09125,P-WE-010Schedulesafety,,,,,,,
P-WE-010,9/28/2021,9/23/2022,2500000,Schedule,safety,Safety Training,0.252,0.9,1,> 90%,%,TRUE,3,23,0.5,0.15,0.15,3.45,11.55,1.7325,0.86625,P-WE-010Schedulesafety,,,,,,,
P-WE-010,9/28/2021,9/23/2022,2500000,WC Insurance,communication,Daily Logs Delay,2.4,0,1,Same day, days,FALSE,2,20,0.7,0.1,0.25,5,20,2,1.4,P-WE-010WC Insurancecommunication,,,,,,,
P-WE-010,9/28/2021,9/23/2022,2500000,WC Insurance,communication,Daily Logs Rate,0.24,0,1,> 1/day,/day,TRUE,2,24,0.7,0.1,0.15,3.6,11.4,1.14,0.798,P-WE-010WC Insurancecommunication,,,,,,,
P-WE-010,9/28/2021,9/23/2022,2500000,WC Insurance,communication,Meetings Documentation,0.06,0,1,"Minutes, Topic & Attachment", types,TRUE,1,6,0.7,0.1,0.25,1.5,23.5,2.35,1.645,P-WE-010WC Insurancecommunication,,,,,,,
P-WE-010,9/28/2021,9/23/2022,2500000,WC Insurance,communication,Meetings Rate,0.0434,0,0.14,> 1/week,/week,TRUE,1,31,0.7,0.1,0.35,10.85,24.15,2.415,1.6905,P-WE-010WC Insurancecommunication,,,,,,,
P-WE-010,9/28/2021,9/23/2022,2500000,WC Insurance,financial,Budgets Create Date,7.8,-30,0,> 30 days pre kickoff, days prior,TRUE,1,37,0.7,0.05,0.03,1.11,1.89,0.0945,0.06615,P-WE-010WC Insurancefinancial,,,,,,,
P-WE-010,9/28/2021,9/23/2022,2500000,WC Insurance,financial,Budgets Usage Rate,0.15,0,1,> 1/proj day,/day,TRUE,4,15,0.7,0.05,0.1,1.5,8.5,0.425,0.2975,P-WE-010WC Insurancefinancial,,,,,,,
P-WE-010,9/28/2021,9/23/2022,2500000,WC Insurance,financial,Change Order Time to Close,10.22,0,14,< 14 days, days,FALSE,3,27,0.5,0.2,0.25,6.75,18.25,3.65,1.825,P-WE-010WC Insurancefinancial,,,,,,,
P-WE-010,9/28/2021,9/23/2022,2500000,WC Insurance,financial,Change Order to Budget Ratio,0.09,0,0.1,< 10%,%,FALSE,3,10,0.7,0.05,0.25,2.5,22.5,1.125,0.7875,P-WE-010WC Insurancefinancial,,,,,,,
P-WE-010,9/28/2021,9/23/2022,2500000,WC Insurance,financial,Contract to Budget Ratio (Deviation),0.0525,0,0.25,>25%,%,FALSE,3,21,0.7,0.05,0.15,3.15,11.85,0.5925,0.41475,P-WE-010WC Insurancefinancial,,,,,,,
P-WE-010,9/28/2021,9/23/2022,2500000,WC Insurance,financial,Invoice to Contract Ratio (Deviation),0.07,0,0.1,< 10%,%,FALSE,2,30,0.7,0.05,0.02,0.6,1.4,0.07,0.049,P-WE-010WC Insurancefinancial,,,,,,,
P-WE-010,9/28/2021,9/23/2022,2500000,WC Insurance,financial,Payments to Invoices Ratio (Deviation),0.069,0,0.1,< 10%,%,FALSE,4,31,0.7,0.05,0.2,6.2,13.8,0.69,0.483,P-WE-010WC Insurancefinancial,,,,,,,
P-WE-010,9/28/2021,9/23/2022,2500000,WC Insurance,operations,RFIs Closed on Time,0.352,0.8,1,> 80%,%,TRUE,3,49,0.7,0.25,0.1,4.9,5.1,1.275,0.8925,P-WE-010WC Insuranceoperations,,,,,,,
P-WE-010,9/28/2021,9/23/2022,2500000,WC Insurance,operations,RFIs Lead Time,1.61,7,99,> 7 days, days,TRUE,2,28,0.7,0.25,0.35,9.8,25.2,6.3,4.41,P-WE-010WC Insuranceoperations,,,,,,,
P-WE-010,9/28/2021,9/23/2022,2500000,WC Insurance,operations,RFIs Rate,0.126,0.3,0.5,30-50%, days,FALSE,2,47,0.5,0.3,0.2,9.4,10.6,3.18,1.59,P-WE-010WC Insuranceoperations,,,,,,,
P-WE-010,9/28/2021,9/23/2022,2500000,WC Insurance,operations,Submittals Closed on Time,0.336,0.8,1,> 80%,%,TRUE,3,47,0.7,0.25,0.05,2.35,2.65,0.6625,0.46375,P-WE-010WC Insuranceoperations,,,,,,,
P-WE-010,9/28/2021,9/23/2022,2500000,WC Insurance,operations,Submittals Lead Time,8.19,21,99,> 21 days, days,TRUE,2,44,0.7,0.25,0.15,6.6,8.4,2.1,1.47,P-WE-010WC Insuranceoperations,,,,,,,
P-WE-010,9/28/2021,9/23/2022,2500000,WC Insurance,operations,Submittals Rate,0.104,0.8,1,> 80%,%,TRUE,3,18,0.5,0.3,0.15,2.7,12.3,3.69,1.845,P-WE-010WC Insuranceoperations,,,,,,,
P-WE-010,9/28/2021,9/23/2022,2500000,WC Insurance,quality,Observation Rate,0.0126,0,0.14,> 1/week,/week,TRUE,2,11,0.7,0.05,0.2,2.2,17.8,0.89,0.623,P-WE-010WC Insurancequality,,,,,,,
P-WE-010,9/28/2021,9/23/2022,2500000,WC Insurance,quality,Observations Closed on Time,0.016,0.8,1,> 80%,%,TRUE,2,4,0.7,0.05,0.4,1.6,38.4,1.92,1.344,P-WE-010WC Insurancequality,,,,,,,
P-WE-010,9/28/2021,9/23/2022,2500000,WC Insurance,quality,Quality Insp. Attach. Rate,0.25,1,99,> 1/insp.,/insp.,TRUE,2,27,0.7,0.05,0.1,2.7,7.3,0.365,0.2555,P-WE-010WC Insurancequality,,,,,,,
P-WE-010,9/28/2021,9/23/2022,2500000,WC Insurance,quality,Quality Inspection Rate,0.0126,0,0.14,> 1/week,/week,TRUE,4,11,0.7,0.05,0.3,3.3,26.7,1.335,0.9345,P-WE-010WC Insurancequality,,,,,,,
P-WE-010,9/28/2021,9/23/2022,2500000,WC Insurance,safety,Incident Detail Quality,0.0627,0.9,1,> 90%,%,TRUE,1,28,0.7,0.55,0.15,4.2,10.8,5.94,4.158,P-WE-010WC Insurancesafety,,,,,,,
P-WE-010,9/28/2021,9/23/2022,2500000,WC Insurance,safety,Incident Rate,1.2,0,0,0, incidents,FALSE,4,35,0.7,0.55,0.35,12.25,22.75,12.5125,8.75875,P-WE-010WC Insurancesafety,,,,,,,
P-WE-010,9/28/2021,9/23/2022,2500000,WC Insurance,safety,Near Miss Detail Quality,0,0.9,1,> 90%,%,TRUE,1,37,0.7,0.55,0,0,0,0,0,P-WE-010WC Insurancesafety,,,,,,,
P-WE-010,9/28/2021,9/23/2022,2500000,WC Insurance,safety,Near Miss Rate,0,0,0,0, near misses,FALSE,2,37,0.7,0.55,0,0,0,0,0,P-WE-010WC Insurancesafety,,,,,,,
P-WE-010,9/28/2021,9/23/2022,2500000,WC Insurance,safety,Safety Insp. Attach. Rate,0.4,1,99,> 1/insp.,/insp.,TRUE,2,35,0.7,0.55,0.05,1.75,3.25,1.7875,1.25125,P-WE-010WC Insurancesafety,,,,,,,
P-WE-010,9/28/2021,9/23/2022,2500000,WC Insurance,safety,Safety Inspection Rate,0.0196,0,0.14,> 1/week,/week,TRUE,3,9,0.7,0.55,0.2,1.8,18.2,10.01,7.007,P-WE-010WC Insurancesafety,,,,,,,
P-WE-010,9/28/2021,9/23/2022,2500000,WC Insurance,safety,Safety Training,0.333,0.9,1,> 90%,%,TRUE,3,32,0.7,0.55,0.25,8,17,9.35,6.545,P-WE-010WC Insurancesafety,,,,,,,
P-NE-011,10/28/2021,1/21/2023,5000000,BR Insurance,communication,Daily Logs Delay,1.83,0,1,Same day, days,FALSE,2,39,0.6,0.15,0.2,7.8,12.2,1.83,1.098,P-NE-011BR Insurancecommunication,,,,,,,
P-NE-011,10/28/2021,1/21/2023,5000000,BR Insurance,communication,Daily Logs Rate,0.53,0,1,> 1/day,/day,TRUE,2,53,0.6,0.15,0.15,7.95,7.05,1.0575,0.6345,P-NE-011BR Insurancecommunication,,,,,,,
P-NE-011,10/28/2021,1/21/2023,5000000,BR Insurance,communication,Meetings Documentation,0.38,0,1,"Minutes, Topic & Attachment", types,TRUE,1,38,0.6,0.15,0.3,11.4,18.6,2.79,1.674,P-NE-011BR Insurancecommunication,,,,,,,
P-NE-011,10/28/2021,1/21/2023,5000000,BR Insurance,communication,Meetings Rate,0.0574,0,0.14,> 1/week,/week,TRUE,1,41,0.6,0.15,0.35,14.35,20.65,3.0975,1.8585,P-NE-011BR Insurancecommunication,,,,,,,
P-NE-011,10/28/2021,1/21/2023,5000000,BR Insurance,financial,Budgets Create Date,6.6,-30,0,> 30 days pre kickoff, days prior,TRUE,1,39,0.6,0.1,0.15,5.85,9.15,0.915,0.549,P-NE-011BR Insurancefinancial,,,,,,,
P-NE-011,10/28/2021,1/21/2023,5000000,BR Insurance,financial,Budgets Usage Rate,0.35,0,1,> 1/proj day,/day,TRUE,4,35,0.6,0.1,0.1,3.5,6.5,0.65,0.39,P-NE-011BR Insurancefinancial,,,,,,,
P-NE-011,10/28/2021,1/21/2023,5000000,BR Insurance,financial,Change Order Time to Close,12.32,0,14,< 14 days, days,FALSE,3,12,0.5,0.2,0.3,3.6,26.4,5.28,2.64,P-NE-011BR Insurancefinancial,,,,,,,
P-NE-011,10/28/2021,1/21/2023,5000000,BR Insurance,financial,Change Order to Budget Ratio,0.064,0,0.1,< 10%,%,FALSE,3,36,0.6,0.1,0.25,9,16,1.6,0.96,P-NE-011BR Insurancefinancial,,,,,,,
P-NE-011,10/28/2021,1/21/2023,5000000,BR Insurance,financial,Contract to Budget Ratio (Deviation),0.12,0,0.25,>25%,%,FALSE,3,48,0.6,0.1,0.1,4.8,5.2,0.52,0.312,P-NE-011BR Insurancefinancial,,,,,,,
P-NE-011,10/28/2021,1/21/2023,5000000,BR Insurance,financial,Invoice to Contract Ratio (Deviation),0.081,0,0.1,< 10%,%,FALSE,2,19,0.6,0.1,0.05,0.95,4.05,0.405,0.243,P-NE-011BR Insurancefinancial,,,,,,,
P-NE-011,10/28/2021,1/21/2023,5000000,BR Insurance,financial,Payments to Invoices Ratio (Deviation),0.057,0,0.1,< 10%,%,FALSE,4,43,0.6,0.1,0.05,2.15,2.85,0.285,0.171,P-NE-011BR Insurancefinancial,,,,,,,
P-NE-011,10/28/2021,1/21/2023,5000000,BR Insurance,operations,RFIs Closed on Time,0.12,0.8,1,> 80%,%,TRUE,3,20,0.6,0.5,0.1,2,8,4,2.4,P-NE-011BR Insuranceoperations,,,,,,,
