projectId,impact_category,process_name,kpi_name,actual,bp_lower_bound,bp_upper_bound,bp_range_display,unit,higher_is_better,importance_weight,score,phase wt,process wt,KPI wt,realized_value,unrealized_value,process_level_unrealized_value,phase_level_unrealized_value
P-WE-014,Cost,financialSetup,contingency adequacy,0.007,0.1,0.15,> 10%,%,TRUE,7,7,0.25,0.2,0.4,2.8,37.2,7.44,1.86
P-WE-014,Cost,financialSetup,days until sub contracts executed,20.16,0.15,21,< 15 days, days,FALSE,8,14,0.25,0.2,0.2,2.8,17.2,3.44,0.86
P-WE-014,Cost,financialSetup,prime contract to budget variance,0.005,0,0.25,> 25%,%,FALSE,10,2,0.25,0.2,0.25,0.5,24.5,4.9,1.225
P-WE-014,Cost,subcontractorPlanning,equipment cost variance,0.105,0,0.05,< 5%,%,FALSE,5,45,0.25,0.35,0.05,2.25,2.75,0.9625,0.240625
P-WE-014,Cost,subcontractorPlanning,gantt chart completion rate,0.4275,0.95,1,> 95%,%,TRUE,8,45,0.25,0.35,0.15,6.75,8.25,2.8875,0.721875
P-WE-014,Cost,subcontractorPlanning,labor cost variance,0.108,0,0.05,< 5%,%,FALSE,10,42,0.25,0.35,0.35,14.7,20.3,7.105,1.77625
P-WE-014,Cost,subcontractorPlanning,materials cost variance,0.131,0,0.05,< 5%,%,FALSE,10,19,0.25,0.35,0.2,3.8,16.2,5.67,1.4175
P-WE-014,Cost,subcontractorPlanning,schedule to bid variance,0.122,0,0.05,< 5%,%,FALSE,9,28,0.25,0.35,0.25,7,18,6.3,1.575
P-WE-014,GL Insurance,compliance,avg insurance acquired cycle,12.25,7,14,< 7 days, days,FALSE,7,25,0.25,0.2,0.1,2.5,7.5,1.5,0.375
P-WE-014,GL Insurance,compliance,avg permit approval cycle,27.6,20,30,< 20 days, days,FALSE,7,12,0.25,0.2,0.25,3,22,4.4,1.1
P-WE-014,GL Insurance,compliance,avg sub COI received time,9.25,5,10,< 5 days, days,FALSE,6,15,0.25,0.2,0.5,7.5,42.5,8.5,2.125
P-WE-014,GL Insurance,compliance,permit submission timeliness,0.095,0.95,1,> 95%, days,TRUE,8,10,0.25,0.2,0.15,1.5,13.5,2.7,0.675
P-WE-014,GL Insurance,designReview,clash detection rate,0.216,0.9,1,> 90%,%,TRUE,9,24,0.25,0.3,0.25,6,19,5.7,1.425
P-WE-014,GL Insurance,designReview,drawings usage,0.018,0.9,1,> 90%,%,TRUE,6,2,0.25,0.3,0.3,0.6,29.4,8.82,2.205
P-WE-014,GL Insurance,designReview,photos usage,0.18,0.5,1.5,> 50%, count,TRUE,4,36,0.25,0.3,0.15,5.4,9.6,2.88,0.72
P-WE-014,GL Insurance,designReview,specifications usage,0.27,0.9,1,> 90%,%,TRUE,6,30,0.25,0.3,0.3,9,21,6.3,1.575
P-WE-014,GL Insurance,financialSetup,budget to bid variance,0.0405,0,0.05,< 5%,%,FALSE,9,19,0.25,0.15,0.25,4.75,20.25,3.0375,0.759375
P-WE-014,GL Insurance,financialSetup,contingency adequacy,0.051,0.1,0.15,> 10%,%,TRUE,7,51,0.25,0.15,0.2,10.2,9.8,1.47,0.3675
P-WE-014,GL Insurance,financialSetup,days until sub contracts executed,18.72,0.15,21,< 15 days, days,FALSE,8,38,0.25,0.15,0.15,5.7,9.3,1.395,0.34875
P-WE-014,GL Insurance,financialSetup,prime contract to budget variance,0.0575,0,0.25,> 25%,%,FALSE,10,23,0.25,0.15,0.4,9.2,30.8,4.62,1.155
P-WE-014,GL Insurance,subcontractorPlanning,equipment cost variance,0.11,0,0.05,< 5%,%,FALSE,5,40,0.25,0.35,0.05,2,3,1.05,0.2625
P-WE-014,GL Insurance,subcontractorPlanning,gantt chart completion rate,0.285,0.95,1,> 95%,%,TRUE,8,30,0.25,0.35,0.15,4.5,10.5,3.675,0.91875
P-WE-014,GL Insurance,subcontractorPlanning,labor cost variance,0.096,0,0.05,< 5%,%,FALSE,10,54,0.25,0.35,0.35,18.9,16.1,5.635,1.40875
P-WE-014,GL Insurance,subcontractorPlanning,materials cost variance,0.114,0,0.05,< 5%,%,FALSE,10,36,0.25,0.35,0.2,7.2,12.8,4.48,1.12
P-WE-014,GL Insurance,subcontractorPlanning,schedule to bid variance,0.103,0,0.05,< 5%,%,FALSE,9,47,0.25,0.35,0.25,11.75,13.25,4.6375,1.159375
P-WE-014,Safety,compliance,avg insurance acquired cycle,13.65,7,14,< 7 days, days,FALSE,7,5,0.25,0.2,0.1,0.5,9.5,1.9,0.475
P-WE-014,Safety,compliance,avg permit approval cycle,26.6,20,30,< 20 days, days,FALSE,7,17,0.25,0.2,0.25,4.25,20.75,4.15,1.0375
P-WE-014,Safety,compliance,avg sub COI received time,9.35,5,10,< 5 days, days,FALSE,6,13,0.25,0.2,0.45,5.85,39.15,7.83,1.9575
P-WE-014,Safety,compliance,permit submission timeliness,0.095,0.95,1,> 95%, days,TRUE,8,10,0.25,0.2,0.2,2,18,3.6,0.9
P-WE-014,Safety,designReview,clash detection rate,0.369,0.9,1,> 90%,%,TRUE,9,41,0.25,0.3,0.35,14.35,20.65,6.195,1.54875
P-WE-014,Safety,designReview,drawings usage,0.045,0.9,1,> 90%,%,TRUE,6,5,0.25,0.3,0.3,1.5,28.5,8.55,2.1375
P-WE-014,Safety,designReview,photos usage,0.07,0.5,1.5,> 50%, count,TRUE,4,14,0.25,0.3,0.15,2.1,12.9,3.87,0.9675
P-WE-014,Safety,designReview,specifications usage,0.333,0.9,1,> 90%,%,TRUE,6,37,0.25,0.3,0.2,7.4,12.6,3.78,0.945
P-WE-014,Safety,financialSetup,budget to bid variance,0.0305,0,0.05,< 5%,%,FALSE,9,39,0.25,0.1,0.25,9.75,15.25,1.525,0.38125
P-WE-014,Safety,financialSetup,contingency adequacy,0.013,0.1,0.15,> 10%,%,TRUE,7,13,0.25,0.1,0.15,1.95,13.05,1.305,0.32625
P-WE-014,Safety,financialSetup,days until sub contracts executed,19.38,0.15,21,< 15 days, days,FALSE,8,27,0.25,0.1,0.2,5.4,14.6,1.46,0.365
P-WE-014,Safety,financialSetup,prime contract to budget variance,0.1,0,0.25,> 25%,%,FALSE,10,40,0.25,0.1,0.4,16,24,2.4,0.6
P-WE-014,Safety,subcontractorPlanning,equipment cost variance,0.132,0,0.05,< 5%,%,FALSE,5,18,0.25,0.4,0.05,0.9,4.1,1.64,0.41
P-WE-014,Safety,subcontractorPlanning,gantt chart completion rate,0.0475,0.95,1,> 95%,%,TRUE,8,5,0.25,0.4,0.35,1.75,33.25,13.3,3.325
P-WE-014,Safety,subcontractorPlanning,labor cost variance,0.143,0,0.05,< 5%,%,FALSE,10,7,0.25,0.4,0.2,1.4,18.6,7.44,1.86
P-WE-014,Safety,subcontractorPlanning,materials cost variance,0.145,0,0.05,< 5%,%,FALSE,10,5,0.25,0.4,0.1,0.5,9.5,3.8,0.95
P-WE-014,Safety,subcontractorPlanning,schedule to bid variance,0.136,0,0.05,< 5%,%,FALSE,9,14,0.25,0.4,0.3,4.2,25.8,10.32,2.58
P-WE-014,Schedule,compliance,avg insurance acquired cycle,13.09,7,14,< 7 days, days,FALSE,7,13,0.4,0.35,0.1,1.3,8.7,3.045,1.218
P-WE-014,Schedule,compliance,avg permit approval cycle,26.8,20,30,< 20 days, days,FALSE,7,16,0.4,0.35,0.4,6.4,33.6,11.76,4.704
P-WE-014,Schedule,compliance,avg sub COI received time,9.1,5,10,< 5 days, days,FALSE,6,18,0.4,0.35,0.2,3.6,16.4,5.74,2.296
P-WE-014,Schedule,compliance,permit submission timeliness,0.228,0.95,1,> 95%, days,TRUE,8,24,0.4,0.35,0.3,7.2,22.8,7.98,3.192
P-WE-014,Schedule,designReview,clash detection rate,0.18,0.9,1,> 90%,%,TRUE,9,20,0.4,0.3,0.5,10,40,12,4.8
P-WE-014,Schedule,designReview,drawings usage,0.342,0.9,1,> 90%,%,TRUE,6,38,0.4,0.3,0.25,9.5,15.5,4.65,1.86
P-WE-014,Schedule,designReview,photos usage,0.075,0.5,1.5,> 50%, count,TRUE,4,15,0.4,0.3,0.1,1.5,8.5,2.55,1.02
P-WE-014,Schedule,designReview,specifications usage,0.153,0.9,1,> 90%,%,TRUE,6,17,0.4,0.3,0.15,2.55,12.45,3.735,1.494
P-WE-014,Schedule,financialSetup,budget to bid variance,0.0425,0,0.05,< 5%,%,FALSE,9,15,0.4,0.1,0.2,3,17,1.7,0.68
P-WE-014,Schedule,financialSetup,contingency adequacy,0.016,0.1,0.15,> 10%,%,TRUE,7,16,0.4,0.1,0.3,4.8,25.2,2.52,1.008
P-WE-014,Schedule,financialSetup,days until sub contracts executed,19.68,0.15,21,< 15 days, days,FALSE,8,22,0.4,0.1,0.4,8.8,31.2,3.12,1.248
P-WE-014,Schedule,financialSetup,prime contract to budget variance,0.025,0,0.25,> 25%,%,FALSE,10,10,0.4,0.1,0.1,1,9,0.9,0.36
P-WE-014,Schedule,subcontractorPlanning,equipment cost variance,0.13,0,0.05,< 5%,%,FALSE,5,20,0.4,0.25,0.05,1,4,1,0.4
P-WE-014,Schedule,subcontractorPlanning,gantt chart completion rate,0.418,0.95,1,> 95%,%,TRUE,8,44,0.4,0.25,0.35,15.4,19.6,4.9,1.96
P-WE-014,Schedule,subcontractorPlanning,labor cost variance,0.128,0,0.05,< 5%,%,FALSE,10,22,0.4,0.25,0.2,4.4,15.6,3.9,1.56
P-WE-014,Schedule,subcontractorPlanning,materials cost variance,0.132,0,0.05,< 5%,%,FALSE,10,18,0.4,0.25,0.1,1.8,8.2,2.05,0.82
P-WE-014,Schedule,subcontractorPlanning,schedule to bid variance,0.121,0,0.05,< 5%,%,FALSE,9,29,0.4,0.25,0.3,8.7,21.3,5.325,2.13
P-WE-014,WC Insurance,compliance,avg insurance acquired cycle,12.32,7,14,< 7 days, days,FALSE,7,24,0.2,0.2,0.1,2.4,7.6,1.52,0.304
P-WE-014,WC Insurance,compliance,avg permit approval cycle,25.6,20,30,< 20 days, days,FALSE,7,22,0.2,0.2,0.25,5.5,19.5,3.9,0.78
P-WE-014,WC Insurance,compliance,avg sub COI received time,8.35,5,10,< 5 days, days,FALSE,6,33,0.2,0.2,0.45,14.85,30.15,6.03,1.206
P-WE-014,WC Insurance,compliance,permit submission timeliness,0.2565,0.95,1,> 95%, days,TRUE,8,27,0.2,0.2,0.2,5.4,14.6,2.92,0.584
P-WE-014,WC Insurance,designReview,clash detection rate,0.27,0.9,1,> 90%,%,TRUE,9,30,0.2,0.3,0.4,12,28,8.4,1.68
P-WE-014,WC Insurance,designReview,drawings usage,0.081,0.9,1,> 90%,%,TRUE,6,9,0.2,0.3,0.25,2.25,22.75,6.825,1.365
P-WE-014,WC Insurance,designReview,photos usage,0.03,0.5,1.5,> 50%, count,TRUE,4,6,0.2,0.3,0.2,1.2,18.8,5.64,1.128
P-WE-014,WC Insurance,designReview,specifications usage,0.261,0.9,1,> 90%,%,TRUE,6,29,0.2,0.3,0.15,4.35,10.65,3.195,0.639
P-WE-014,WC Insurance,financialSetup,budget to bid variance,0.0325,0,0.05,< 5%,%,FALSE,9,35,0.2,0.1,0.25,8.75,16.25,1.625,0.325
P-WE-014,WC Insurance,financialSetup,contingency adequacy,0.021,0.1,0.15,> 10%,%,TRUE,7,21,0.2,0.1,0.15,3.15,11.85,1.185,0.237
P-WE-014,WC Insurance,financialSetup,days until sub contracts executed,20.28,0.15,21,< 15 days, days,FALSE,8,12,0.2,0.1,0.2,2.4,17.6,1.76,0.352
P-WE-014,WC Insurance,financialSetup,prime contract to budget variance,0.0875,0,0.25,> 25%,%,FALSE,10,35,0.2,0.1,0.4,14,26,2.6,0.52
P-WE-014,WC Insurance,subcontractorPlanning,equipment cost variance,0.123,0,0.05,< 5%,%,FALSE,5,27,0.2,0.4,0.05,1.35,3.65,1.46,0.292
P-WE-014,WC Insurance,subcontractorPlanning,gantt chart completion rate,0.152,0.95,1,> 95%,%,TRUE,8,16,0.2,0.4,0.35,5.6,29.4,11.76,2.352
P-WE-014,WC Insurance,subcontractorPlanning,labor cost variance,0.13,0,0.05,< 5%,%,FALSE,10,20,0.2,0.4,0.2,4,16,6.4,1.28
P-WE-014,WC Insurance,subcontractorPlanning,materials cost variance,0.128,0,0.05,< 5%,%,FALSE,10,22,0.2,0.4,0.1,2.2,7.8,3.12,0.624
P-WE-014,WC Insurance,subcontractorPlanning,schedule to bid variance,0.148,0,0.05,< 5%,%,FALSE,9,2,0.2,0.4,0.3,0.6,29.4,11.76,2.352
P-NE-015,BR Insurance,compliance,avg insurance acquired cycle,12.6,7,14,< 7 days, days,FALSE,7,20,0.25,0.2,0.1,2,8,1.6,0.4
P-NE-015,BR Insurance,compliance,avg permit approval cycle,25.2,20,30,< 20 days, days,FALSE,7,24,0.25,0.2,0.45,10.8,34.2,6.84,1.71
P-NE-015,BR Insurance,compliance,avg sub COI received time,8.7,5,10,< 5 days, days,FALSE,6,26,0.25,0.2,0.15,3.9,11.1,2.22,0.555
P-NE-015,BR Insurance,compliance,permit submission timeliness,0.038,0.95,1,> 95%, days,TRUE,8,4,0.25,0.2,0.3,1.2,28.8,5.76,1.44
P-NE-015,BR Insurance,designReview,clash detection rate,0.198,0.9,1,> 90%,%,TRUE,9,22,0.25,0.35,0.3,6.6,23.4,8.19,2.0475
P-NE-015,BR Insurance,designReview,drawings usage,0.162,0.9,1,> 90%,%,TRUE,6,18,0.25,0.35,0.35,6.3,28.7,10.045,2.51125
P-NE-015,BR Insurance,designReview,photos usage,0.025,0.5,1.5,> 50%, count,TRUE,4,5,0.25,0.35,0.15,0.75,14.25,4.9875,1.246875
P-NE-015,BR Insurance,designReview,specifications usage,0.18,0.9,1,> 90%,%,TRUE,6,20,0.25,0.35,0.2,4,16,5.6,1.4
P-NE-015,BR Insurance,financialSetup,budget to bid variance,0.037,0,0.05,< 5%,%,FALSE,9,26,0.25,0.15,0.25,6.5,18.5,2.775,0.69375
P-NE-015,BR Insurance,financialSetup,contingency adequacy,0.033,0.1,0.15,> 10%,%,TRUE,7,33,0.25,0.15,0.15,4.95,10.05,1.5075,0.376875
P-NE-015,BR Insurance,financialSetup,days until sub contracts executed,18.9,0.15,21,< 15 days, days,FALSE,8,35,0.25,0.15,0.2,7,13,1.95,0.4875
P-NE-015,BR Insurance,financialSetup,prime contract to budget variance,0.0875,0,0.25,> 25%,%,FALSE,10,35,0.25,0.15,0.4,14,26,3.9,0.975
P-NE-015,BR Insurance,subcontractorPlanning,equipment cost variance,0.135,0,0.05,< 5%,%,FALSE,5,15,0.25,0.3,0.05,0.75,4.25,1.275,0.31875
P-NE-015,BR Insurance,subcontractorPlanning,gantt chart completion rate,0.114,0.95,1,> 95%,%,TRUE,8,12,0.25,0.3,0.4,4.8,35.2,10.56,2.64
P-NE-015,BR Insurance,subcontractorPlanning,labor cost variance,0.128,0,0.05,< 5%,%,FALSE,10,22,0.25,0.3,0.15,3.3,11.7,3.51,0.8775
P-NE-015,BR Insurance,subcontractorPlanning,materials cost variance,0.132,0,0.05,< 5%,%,FALSE,10,18,0.25,0.3,0.1,1.8,8.2,2.46,0.615
P-NE-015,BR Insurance,subcontractorPlanning,schedule to bid variance,0.142,0,0.05,< 5%,%,FALSE,9,8,0.25,0.3,0.3,2.4,27.6,8.28,2.07
P-NE-015,CA Insurance,compliance,avg insurance acquired cycle,10.08,7,14,< 7 days, days,FALSE,7,56,0.2,0.3,0.1,5.6,4.4,1.32,0.264
P-NE-015,CA Insurance,compliance,avg permit approval cycle,21,20,30,< 20 days, days,FALSE,7,45,0.2,0.3,0.5,22.5,27.5,8.25,1.65
P-NE-015,CA Insurance,compliance,avg sub COI received time,7.8,5,10,< 5 days, days,FALSE,6,44,0.2,0.3,0.15,6.6,8.4,2.52,0.504
P-NE-015,CA Insurance,compliance,permit submission timeliness,0.608,0.95,1,> 95%, days,TRUE,8,64,0.2,0.3,0.25,16,9,2.7,0.54
P-NE-015,CA Insurance,designReview,clash detection rate,0.324,0.9,1,> 90%,%,TRUE,9,36,0.2,0.4,0.15,5.4,9.6,3.84,0.768
P-NE-015,CA Insurance,designReview,drawings usage,0.126,0.9,1,> 90%,%,TRUE,6,14,0.2,0.4,0.15,2.1,12.9,5.16,1.032
P-NE-015,CA Insurance,designReview,photos usage,0.205,0.5,1.5,> 50%, count,TRUE,4,41,0.2,0.4,0.55,22.55,32.45,12.98,2.596
P-NE-015,CA Insurance,designReview,specifications usage,0.162,0.9,1,> 90%,%,TRUE,6,18,0.2,0.4,0.15,2.7,12.3,4.92,0.984
P-NE-015,CA Insurance,financialSetup,budget to bid variance,0.0335,0,0.05,< 5%,%,FALSE,9,33,0.2,0.1,0.25,8.25,16.75,1.675,0.335
P-NE-015,CA Insurance,financialSetup,contingency adequacy,0.016,0.1,0.15,> 10%,%,TRUE,7,16,0.2,0.1,0.1,1.6,8.4,0.84,0.168
P-NE-015,CA Insurance,financialSetup,days until sub contracts executed,18.54,0.15,21,< 15 days, days,FALSE,8,41,0.2,0.1,0.2,8.2,11.8,1.18,0.236
P-NE-015,CA Insurance,financialSetup,prime contract to budget variance,0.06,0,0.25,> 25%,%,FALSE,10,24,0.2,0.1,0.45,10.8,34.2,3.42,0.684
P-NE-015,CA Insurance,subcontractorPlanning,equipment cost variance,0.144,0,0.05,< 5%,%,FALSE,5,6,0.2,0.2,0.05,0.3,4.7,0.94,0.188
P-NE-015,CA Insurance,subcontractorPlanning,gantt chart completion rate,0.285,0.95,1,> 95%,%,TRUE,8,30,0.2,0.2,0.2,6,14,2.8,0.56
P-NE-015,CA Insurance,subcontractorPlanning,labor cost variance,0.13,0,0.05,< 5%,%,FALSE,10,20,0.2,0.2,0.25,5,20,4,0.8
P-NE-015,CA Insurance,subcontractorPlanning,materials cost variance,0.126,0,0.05,< 5%,%,FALSE,10,24,0.2,0.2,0.1,2.4,7.6,1.52,0.304
P-NE-015,CA Insurance,subcontractorPlanning,schedule to bid variance,0.122,0,0.05,< 5%,%,FALSE,9,28,0.2,0.2,0.4,11.2,28.8,5.76,1.152
P-NE-015,Cost,compliance,avg insurance acquired cycle,10.85,7,14,< 7 days, days,FALSE,7,45,0.25,0.15,0.1,4.5,5.5,0.825,0.20625
P-NE-015,Cost,compliance,avg permit approval cycle,20.4,20,30,< 20 days, days,FALSE,7,48,0.25,0.15,0.4,19.2,20.8,3.12,0.78
P-NE-015,Cost,compliance,avg sub COI received time,7.3,5,10,< 5 days, days,FALSE,6,54,0.25,0.15,0.2,10.8,9.2,1.38,0.345
P-NE-015,Cost,compliance,permit submission timeliness,0.3135,0.95,1,> 95%, days,TRUE,8,33,0.25,0.15,0.3,9.9,20.1,3.015,0.75375
P-NE-015,Cost,designReview,clash detection rate,0.414,0.9,1,> 90%,%,TRUE,9,46,0.25,0.3,0.5,23,27,8.1,2.025
P-NE-015,Cost,designReview,drawings usage,0.414,0.9,1,> 90%,%,TRUE,6,46,0.25,0.3,0.2,9.2,10.8,3.24,0.81
P-NE-015,Cost,designReview,photos usage,0.185,0.5,1.5,> 50%, count,TRUE,4,37,0.25,0.3,0.1,3.7,6.3,1.89,0.4725
P-NE-015,Cost,designReview,specifications usage,0.297,0.9,1,> 90%,%,TRUE,6,33,0.25,0.3,0.2,6.6,13.4,4.02,1.005
P-NE-015,Cost,financialSetup,budget to bid variance,0.0265,0,0.05,< 5%,%,FALSE,9,47,0.25,0.2,0.15,7.05,7.95,1.59,0.3975
P-NE-015,Cost,financialSetup,contingency adequacy,0.034,0.1,0.15,> 10%,%,TRUE,7,34,0.25,0.2,0.4,13.6,26.4,5.28,1.32
P-NE-015,Cost,financialSetup,days until sub contracts executed,17.88,0.15,21,< 15 days, days,FALSE,8,52,0.25,0.2,0.2,10.4,9.6,1.92,0.48
P-NE-015,Cost,financialSetup,prime contract to budget variance,0.095,0,0.25,> 25%,%,FALSE,10,38,0.25,0.2,0.25,9.5,15.5,3.1,0.775
P-NE-015,Cost,subcontractorPlanning,equipment cost variance,0.126,0,0.05,< 5%,%,FALSE,5,24,0.25,0.35,0.05,1.2,3.8,1.33,0.3325
P-NE-015,Cost,subcontractorPlanning,gantt chart completion rate,0.399,0.95,1,> 95%,%,TRUE,8,42,0.25,0.35,0.15,6.3,8.7,3.045,0.76125
P-NE-015,Cost,subcontractorPlanning,labor cost variance,0.128,0,0.05,< 5%,%,FALSE,10,22,0.25,0.35,0.35,7.7,27.3,9.555,2.38875
P-NE-015,Cost,subcontractorPlanning,materials cost variance,0.128,0,0.05,< 5%,%,FALSE,10,22,0.25,0.35,0.2,4.4,15.6,5.46,1.365
P-NE-015,Cost,subcontractorPlanning,schedule to bid variance,0.132,0,0.05,< 5%,%,FALSE,9,18,0.25,0.35,0.25,4.5,20.5,7.175,1.79375
P-NE-015,GL Insurance,compliance,avg insurance acquired cycle,12.74,7,14,< 7 days, days,FALSE,7,18,0.25,0.2,0.1,1.8,8.2,1.64,0.41
P-NE-015,GL Insurance,compliance,avg permit approval cycle,22.2,20,30,< 20 days, days,FALSE,7,39,0.25,0.2,0.25,9.75,15.25,3.05,0.7625
P-NE-015,GL Insurance,compliance,avg sub COI received time,8.35,5,10,< 5 days, days,FALSE,6,33,0.25,0.2,0.5,16.5,33.5,6.7,1.675
P-NE-015,GL Insurance,compliance,permit submission timeliness,0.2755,0.95,1,> 95%, days,TRUE,8,29,0.25,0.2,0.15,4.35,10.65,2.13,0.5325
P-NE-015,GL Insurance,designReview,clash detection rate,0.333,0.9,1,> 90%,%,TRUE,9,37,0.25,0.3,0.25,9.25,15.75,4.725,1.18125
P-NE-015,GL Insurance,designReview,drawings usage,0.387,0.9,1,> 90%,%,TRUE,6,43,0.25,0.3,0.3,12.9,17.1,5.13,1.2825
P-NE-015,GL Insurance,designReview,photos usage,0.185,0.5,1.5,> 50%, count,TRUE,4,37,0.25,0.3,0.15,5.55,9.45,2.835,0.70875
P-NE-015,GL Insurance,designReview,specifications usage,0.18,0.9,1,> 90%,%,TRUE,6,20,0.25,0.3,0.3,6,24,7.2,1.8
P-NE-015,GL Insurance,financialSetup,budget to bid variance,0.028,0,0.05,< 5%,%,FALSE,9,44,0.25,0.15,0.25,11,14,2.1,0.525
P-NE-015,GL Insurance,financialSetup,contingency adequacy,0.055,0.1,0.15,> 10%,%,TRUE,7,55,0.25,0.15,0.2,11,9,1.35,0.3375
P-NE-015,GL Insurance,financialSetup,days until sub contracts executed,18.96,0.15,21,< 15 days, days,FALSE,8,34,0.25,0.15,0.15,5.1,9.9,1.485,0.37125
P-NE-015,GL Insurance,financialSetup,prime contract to budget variance,0.0925,0,0.25,> 25%,%,FALSE,10,37,0.25,0.15,0.4,14.8,25.2,3.78,0.945
P-NE-015,GL Insurance,subcontractorPlanning,equipment cost variance,0.092,0,0.05,< 5%,%,FALSE,5,58,0.25,0.35,0.05,2.9,2.1,0.735,0.18375
P-NE-015,GL Insurance,subcontractorPlanning,gantt chart completion rate,0.247,0.95,1,> 95%,%,TRUE,8,26,0.25,0.35,0.15,3.9,11.1,3.885,0.97125
P-NE-015,GL Insurance,subcontractorPlanning,labor cost variance,0.095,0,0.05,< 5%,%,FALSE,10,55,0.25,0.35,0.35,19.25,15.75,5.5125,1.378125
P-NE-015,GL Insurance,subcontractorPlanning,materials cost variance,0.104,0,0.05,< 5%,%,FALSE,10,46,0.25,0.35,0.2,9.2,10.8,3.78,0.945
P-NE-015,GL Insurance,subcontractorPlanning,schedule to bid variance,0.117,0,0.05,< 5%,%,FALSE,9,33,0.25,0.35,0.25,8.25,16.75,5.8625,1.465625
P-NE-015,Safety,compliance,avg insurance acquired cycle,12.25,7,14,< 7 days, days,FALSE,7,25,0.25,0.2,0.1,2.5,7.5,1.5,0.375
P-NE-015,Safety,compliance,avg permit approval cycle,21,20,30,< 20 days, days,FALSE,7,45,0.25,0.2,0.25,11.25,13.75,2.75,0.6875
P-NE-015,Safety,compliance,avg sub COI received time,9.35,5,10,< 5 days, days,FALSE,6,13,0.25,0.2,0.45,5.85,39.15,7.83,1.9575
P-NE-015,Safety,compliance,permit submission timeliness,0.152,0.95,1,> 95%, days,TRUE,8,16,0.25,0.2,0.2,3.2,16.8,3.36,0.84
P-NE-015,Safety,designReview,clash detection rate,0.234,0.9,1,> 90%,%,TRUE,9,26,0.25,0.3,0.35,9.1,25.9,7.77,1.9425
P-NE-015,Safety,designReview,drawings usage,0.288,0.9,1,> 90%,%,TRUE,6,32,0.25,0.3,0.3,9.6,20.4,6.12,1.53
P-NE-015,Safety,designReview,photos usage,0.02,0.5,1.5,> 50%, count,TRUE,4,4,0.25,0.3,0.15,0.6,14.4,4.32,1.08
P-NE-015,Safety,designReview,specifications usage,0.216,0.9,1,> 90%,%,TRUE,6,24,0.25,0.3,0.2,4.8,15.2,4.56,1.14
P-NE-015,Safety,financialSetup,budget to bid variance,0.0415,0,0.05,< 5%,%,FALSE,9,17,0.25,0.1,0.25,4.25,20.75,2.075,0.51875
P-NE-015,Safety,financialSetup,contingency adequacy,0.025,0.1,0.15,> 10%,%,TRUE,7,25,0.25,0.1,0.15,3.75,11.25,1.125,0.28125
P-NE-015,Safety,financialSetup,days until sub contracts executed,18.48,0.15,21,< 15 days, days,FALSE,8,42,0.25,0.1,0.2,8.4,11.6,1.16,0.29
P-NE-015,Safety,financialSetup,prime contract to budget variance,0.0125,0,0.25,> 25%,%,FALSE,10,5,0.25,0.1,0.4,2,38,3.8,0.95
P-NE-015,Safety,subcontractorPlanning,equipment cost variance,0.125,0,0.05,< 5%,%,FALSE,5,25,0.25,0.4,0.05,1.25,3.75,1.5,0.375
P-NE-015,Safety,subcontractorPlanning,gantt chart completion rate,0.3325,0.95,1,> 95%,%,TRUE,8,35,0.25,0.4,0.35,12.25,22.75,9.1,2.275
P-NE-015,Safety,subcontractorPlanning,labor cost variance,0.1,0,0.05,< 5%,%,FALSE,10,50,0.25,0.4,0.2,10,10,4,1
P-NE-015,Safety,subcontractorPlanning,materials cost variance,0.123,0,0.05,< 5%,%,FALSE,10,27,0.25,0.4,0.1,2.7,7.3,2.92,0.73
P-NE-015,Safety,subcontractorPlanning,schedule to bid variance,0.114,0,0.05,< 5%,%,FALSE,9,36,0.25,0.4,0.3,10.8,19.2,7.68,1.92
P-NE-015,Schedule,compliance,avg insurance acquired cycle,13.23,7,14,< 7 days, days,FALSE,7,11,0.4,0.35,0.1,1.1,8.9,3.115,1.246
P-NE-015,Schedule,compliance,avg permit approval cycle,27.8,20,30,< 20 days, days,FALSE,7,11,0.4,0.35,0.4,4.4,35.6,12.46,4.984
P-NE-015,Schedule,compliance,avg sub COI received time,8.6,5,10,< 5 days, days,FALSE,6,28,0.4,0.35,0.2,5.6,14.4,5.04,2.016
P-NE-015,Schedule,compliance,permit submission timeliness,0.247,0.95,1,> 95%, days,TRUE,8,26,0.4,0.35,0.3,7.8,22.2,7.77,3.108
P-NE-015,Schedule,designReview,clash detection rate,0.315,0.9,1,> 90%,%,TRUE,9,35,0.4,0.3,0.5,17.5,32.5,9.75,3.9
P-NE-015,Schedule,designReview,drawings usage,0.306,0.9,1,> 90%,%,TRUE,6,34,0.4,0.3,0.25,8.5,16.5,4.95,1.98
P-NE-015,Schedule,designReview,photos usage,0.115,0.5,1.5,> 50%, count,TRUE,4,23,0.4,0.3,0.1,2.3,7.7,2.31,0.924
P-NE-015,Schedule,designReview,specifications usage,0.396,0.9,1,> 90%,%,TRUE,6,44,0.4,0.3,0.15,6.6,8.4,2.52,1.008
P-NE-015,Schedule,financialSetup,budget to bid variance,0.0455,0,0.05,< 5%,%,FALSE,9,9,0.4,0.1,0.2,1.8,18.2,1.82,0.728
P-NE-015,Schedule,financialSetup,contingency adequacy,0.026,0.1,0.15,> 10%,%,TRUE,7,26,0.4,0.1,0.3,7.8,22.2,2.22,0.888
