projectId,region,projectManager,impact_category,action_item_type,action_item_id,description,required_action,weight
P-NE-011,Northeast,John Doe,Schedule,Inspections,P-NE-011-INS-06,Safety inspection - fall protection audit,Correct deficiencies and document compliance,70
P-NE-011,Northeast,John Doe,Schedule,Late Payment,P-NE-011-LAT-03,Client payment delayed - progress billing,Follow up with client and accounts receivable,69
P-NE-011,Northeast,John Doe,Schedule,Punch Items,P-NE-011-PUN-01,Punch item - landscaping final grading,Complete grading and seed installation,67
P-NE-011,Northeast,John Doe,Schedule,RFIs,P-NE-011-RFI-02,RFI - site drainage design modification,Review with civil engineer and approve changes,86
P-NE-011,Northeast,John Doe,Schedule,Submittals,P-NE-011-SUB-07,Submittal - elevator equipment shop drawings,Review technical specifications and approve,67
P-NE-011,Northeast,John Doe,WC Insurance,Change Orders,P-NE-011-CHA-04,Scope addition - additional parking spaces,Prepare cost estimate and contract amendment,66
P-NE-011,Northeast,John Doe,WC Insurance,Incidents,P-NE-011-INC-05,Safety incident - near miss on site,Complete incident investigation and safety briefing,81
P-NE-011,Northeast,John Doe,WC Insurance,Inspections,P-NE-011-INS-06,Safety inspection - fall protection audit,Correct deficiencies and document compliance,68
P-NE-011,Northeast,John Doe,WC Insurance,Late Payment,P-NE-011-LAT-03,Client payment delayed - progress billing,Follow up with client and accounts receivable,42
P-NE-011,Northeast,John Doe,WC Insurance,Punch Items,P-NE-011-PUN-01,Punch item - landscaping final grading,Complete grading and seed installation,72
P-NE-011,Northeast,John Doe,WC Insurance,RFIs,P-NE-011-RFI-02,RFI - site drainage design modification,Review with civil engineer and approve changes,70
P-NE-011,Northeast,John Doe,WC Insurance,Submittals,P-NE-011-SUB-07,Submittal - elevator equipment shop drawings,Review technical specifications and approve,59
P-SE-012,Southeast,Jane Smith,BR Insurance,Change Orders,P-SE-012-CHA-02,Site condition change - unexpected utilities,Assess additional costs and timeline impact,79
P-SE-012,Southeast,Jane Smith,BR Insurance,Incidents,P-SE-012-INC-04,Safety incident - near miss on site,Complete incident investigation and safety briefing,69
P-SE-012,Southeast,Jane Smith,BR Insurance,Inspections,P-SE-012-INS-06,Building inspection failed - electrical rough-in,Address inspector comments and reschedule,63
P-SE-012,Southeast,Jane Smith,BR Insurance,Late Payment,P-SE-012-LAT-07,Supplier payment overdue - concrete vendor,Resolve payment dispute and maintain relationships,80
P-SE-012,Southeast,Jane Smith,BR Insurance,Observations,P-SE-012-OBS-05,Safety observation - improper PPE usage,Conduct safety meeting and retrain workers,65
P-SE-012,Southeast,Jane Smith,BR Insurance,Punch Items,P-SE-012-PUN-03,Punch item - landscaping final grading,Complete grading and seed installation,65
P-SE-012,Southeast,Jane Smith,BR Insurance,Submittals,P-SE-012-SUB-01,Submittal - glazing system specifications,Late submittal pending architect approval,46
P-SE-012,Southeast,Jane Smith,CA Insurance,Change Orders,P-SE-012-CHA-02,Site condition change - unexpected utilities,Assess additional costs and timeline impact,75
P-SE-012,Southeast,Jane Smith,CA Insurance,Incidents,P-SE-012-INC-04,Safety incident - near miss on site,Complete incident investigation and safety briefing,81
P-SE-012,Southeast,Jane Smith,CA Insurance,Inspections,P-SE-012-INS-06,Building inspection failed - electrical rough-in,Address inspector comments and reschedule,52
P-SE-012,Southeast,Jane Smith,CA Insurance,Late Payment,P-SE-012-LAT-07,Supplier payment overdue - concrete vendor,Resolve payment dispute and maintain relationships,78
P-SE-012,Southeast,Jane Smith,CA Insurance,Observations,P-SE-012-OBS-05,Safety observation - improper PPE usage,Conduct safety meeting and retrain workers,62
P-SE-012,Southeast,Jane Smith,CA Insurance,Punch Items,P-SE-012-PUN-03,Punch item - landscaping final grading,Complete grading and seed installation,52
P-SE-012,Southeast,Jane Smith,CA Insurance,Submittals,P-SE-012-SUB-01,Submittal - glazing system specifications,Late submittal pending architect approval,41
P-SE-012,Southeast,Jane Smith,Cost,Change Orders,P-SE-012-CHA-02,Site condition change - unexpected utilities,Assess additional costs and timeline impact,94
P-SE-012,Southeast,Jane Smith,Cost,Incidents,P-SE-012-INC-04,Safety incident - near miss on site,Complete incident investigation and safety briefing,69
P-SE-012,Southeast,Jane Smith,Cost,Inspections,P-SE-012-INS-06,Building inspection failed - electrical rough-in,Address inspector comments and reschedule,75
P-SE-012,Southeast,Jane Smith,Cost,Late Payment,P-SE-012-LAT-07,Supplier payment overdue - concrete vendor,Resolve payment dispute and maintain relationships,89
P-SE-012,Southeast,Jane Smith,Cost,Observations,P-SE-012-OBS-05,Safety observation - improper PPE usage,Conduct safety meeting and retrain workers,65
P-SE-012,Southeast,Jane Smith,Cost,Punch Items,P-SE-012-PUN-03,Punch item - landscaping final grading,Complete grading and seed installation,60
P-SE-012,Southeast,Jane Smith,Cost,Submittals,P-SE-012-SUB-01,Submittal - glazing system specifications,Late submittal pending architect approval,74
P-SE-012,Southeast,Jane Smith,GL Insurance,Change Orders,P-SE-012-CHA-02,Site condition change - unexpected utilities,Assess additional costs and timeline impact,75
P-SE-012,Southeast,Jane Smith,GL Insurance,Incidents,P-SE-012-INC-04,Safety incident - near miss on site,Complete incident investigation and safety briefing,90
P-SE-012,Southeast,Jane Smith,GL Insurance,Inspections,P-SE-012-INS-06,Building inspection failed - electrical rough-in,Address inspector comments and reschedule,61
P-SE-012,Southeast,Jane Smith,GL Insurance,Late Payment,P-SE-012-LAT-07,Supplier payment overdue - concrete vendor,Resolve payment dispute and maintain relationships,46
P-SE-012,Southeast,Jane Smith,GL Insurance,Observations,P-SE-012-OBS-05,Safety observation - improper PPE usage,Conduct safety meeting and retrain workers,77
P-SE-012,Southeast,Jane Smith,GL Insurance,Punch Items,P-SE-012-PUN-03,Punch item - landscaping final grading,Complete grading and seed installation,59
P-SE-012,Southeast,Jane Smith,GL Insurance,Submittals,P-SE-012-SUB-01,Submittal - glazing system specifications,Late submittal pending architect approval,59
P-SE-012,Southeast,Jane Smith,Safety,Change Orders,P-SE-012-CHA-02,Site condition change - unexpected utilities,Assess additional costs and timeline impact,64
P-SE-012,Southeast,Jane Smith,Safety,Incidents,P-SE-012-INC-04,Safety incident - near miss on site,Complete incident investigation and safety briefing,85
P-SE-012,Southeast,Jane Smith,Safety,Inspections,P-SE-012-INS-06,Building inspection failed - electrical rough-in,Address inspector comments and reschedule,83
P-SE-012,Southeast,Jane Smith,Safety,Late Payment,P-SE-012-LAT-07,Supplier payment overdue - concrete vendor,Resolve payment dispute and maintain relationships,60
P-SE-012,Southeast,Jane Smith,Safety,Observations,P-SE-012-OBS-05,Safety observation - improper PPE usage,Conduct safety meeting and retrain workers,93
P-SE-012,Southeast,Jane Smith,Safety,Punch Items,P-SE-012-PUN-03,Punch item - landscaping final grading,Complete grading and seed installation,75
P-SE-012,Southeast,Jane Smith,Safety,Submittals,P-SE-012-SUB-01,Submittal - glazing system specifications,Late submittal pending architect approval,66
P-SE-012,Southeast,Jane Smith,Schedule,Change Orders,P-SE-012-CHA-02,Site condition change - unexpected utilities,Assess additional costs and timeline impact,89
P-SE-012,Southeast,Jane Smith,Schedule,Incidents,P-SE-012-INC-04,Safety incident - near miss on site,Complete incident investigation and safety briefing,65
P-SE-012,Southeast,Jane Smith,Schedule,Inspections,P-SE-012-INS-06,Building inspection failed - electrical rough-in,Address inspector comments and reschedule,73
P-SE-012,Southeast,Jane Smith,Schedule,Late Payment,P-SE-012-LAT-07,Supplier payment overdue - concrete vendor,Resolve payment dispute and maintain relationships,70
P-SE-012,Southeast,Jane Smith,Schedule,Observations,P-SE-012-OBS-05,Safety observation - improper PPE usage,Conduct safety meeting and retrain workers,57
P-SE-012,Southeast,Jane Smith,Schedule,Punch Items,P-SE-012-PUN-03,Punch item - landscaping final grading,Complete grading and seed installation,68
P-SE-012,Southeast,Jane Smith,Schedule,Submittals,P-SE-012-SUB-01,Submittal - glazing system specifications,Late submittal pending architect approval,75
P-SE-012,Southeast,Jane Smith,WC Insurance,Change Orders,P-SE-012-CHA-02,Site condition change - unexpected utilities,Assess additional costs and timeline impact,59
P-SE-012,Southeast,Jane Smith,WC Insurance,Incidents,P-SE-012-INC-04,Safety incident - near miss on site,Complete incident investigation and safety briefing,87
P-SE-012,Southeast,Jane Smith,WC Insurance,Inspections,P-SE-012-INS-06,Building inspection failed - electrical rough-in,Address inspector comments and reschedule,70
P-SE-012,Southeast,Jane Smith,WC Insurance,Late Payment,P-SE-012-LAT-07,Supplier payment overdue - concrete vendor,Resolve payment dispute and maintain relationships,53
P-SE-012,Southeast,Jane Smith,WC Insurance,Observations,P-SE-012-OBS-05,Safety observation - improper PPE usage,Conduct safety meeting and retrain workers,82
P-SE-012,Southeast,Jane Smith,WC Insurance,Punch Items,P-SE-012-PUN-03,Punch item - landscaping final grading,Complete grading and seed installation,75
P-SE-012,Southeast,Jane Smith,WC Insurance,Submittals,P-SE-012-SUB-01,Submittal - glazing system specifications,Late submittal pending architect approval,54
P-MW-013,Midwest,Mike Johnson,BR Insurance,Change Orders,P-MW-013-CHA-05,Site condition change - unexpected utilities,Assess additional costs and timeline impact,84
P-MW-013,Midwest,Mike Johnson,BR Insurance,Incidents,P-MW-013-INC-03,Worker injury - minor cut on hand,Complete injury report and safety protocol review,73
P-MW-013,Midwest,Mike Johnson,BR Insurance,Inspections,P-MW-013-INS-07,Building inspection failed - electrical rough-in,Address inspector comments and reschedule,60
P-MW-013,Midwest,Mike Johnson,BR Insurance,Late Payment,P-MW-013-LAT-06,Subcontractor payment overdue - electrical trade,Process payment and review cash flow procedures,81
P-MW-013,Midwest,Mike Johnson,BR Insurance,Observations,P-MW-013-OBS-01,Quality observation - misaligned window frames,Coordinate with trades to correct alignment,67
P-MW-013,Midwest,Mike Johnson,BR Insurance,Punch Items,P-MW-013-PUN-02,Punch item - landscaping final grading,Complete grading and seed installation,60
P-MW-013,Midwest,Mike Johnson,BR Insurance,Submittals,P-MW-013-SUB-04,Submittal - glazing system specifications,Late submittal pending architect approval,53
P-MW-013,Midwest,Mike Johnson,CA Insurance,Change Orders,P-MW-013-CHA-05,Site condition change - unexpected utilities,Assess additional costs and timeline impact,66
P-MW-013,Midwest,Mike Johnson,CA Insurance,Incidents,P-MW-013-INC-03,Worker injury - minor cut on hand,Complete injury report and safety protocol review,77
P-MW-013,Midwest,Mike Johnson,CA Insurance,Inspections,P-MW-013-INS-07,Building inspection failed - electrical rough-in,Address inspector comments and reschedule,59
P-MW-013,Midwest,Mike Johnson,CA Insurance,Late Payment,P-MW-013-LAT-06,Subcontractor payment overdue - electrical trade,Process payment and review cash flow procedures,71
P-MW-013,Midwest,Mike Johnson,CA Insurance,Observations,P-MW-013-OBS-01,Quality observation - misaligned window frames,Coordinate with trades to correct alignment,70
P-MW-013,Midwest,Mike Johnson,CA Insurance,Punch Items,P-MW-013-PUN-02,Punch item - landscaping final grading,Complete grading and seed installation,47
P-MW-013,Midwest,Mike Johnson,CA Insurance,Submittals,P-MW-013-SUB-04,Submittal - glazing system specifications,Late submittal pending architect approval,43
P-MW-013,Midwest,Mike Johnson,Cost,Change Orders,P-MW-013-CHA-05,Site condition change - unexpected utilities,Assess additional costs and timeline impact,85
P-MW-013,Midwest,Mike Johnson,Cost,Incidents,P-MW-013-INC-03,Worker injury - minor cut on hand,Complete injury report and safety protocol review,75
P-MW-013,Midwest,Mike Johnson,Cost,Inspections,P-MW-013-INS-07,Building inspection failed - electrical rough-in,Address inspector comments and reschedule,68
P-MW-013,Midwest,Mike Johnson,Cost,Late Payment,P-MW-013-LAT-06,Subcontractor payment overdue - electrical trade,Process payment and review cash flow procedures,83
P-MW-013,Midwest,Mike Johnson,Cost,Observations,P-MW-013-OBS-01,Quality observation - misaligned window frames,Coordinate with trades to correct alignment,54
P-MW-013,Midwest,Mike Johnson,Cost,Punch Items,P-MW-013-PUN-02,Punch item - landscaping final grading,Complete grading and seed installation,60
P-MW-013,Midwest,Mike Johnson,Cost,Submittals,P-MW-013-SUB-04,Submittal - glazing system specifications,Late submittal pending architect approval,80
P-MW-013,Midwest,Mike Johnson,GL Insurance,Change Orders,P-MW-013-CHA-05,Site condition change - unexpected utilities,Assess additional costs and timeline impact,69
P-MW-013,Midwest,Mike Johnson,GL Insurance,Incidents,P-MW-013-INC-03,Worker injury - minor cut on hand,Complete injury report and safety protocol review,90
P-MW-013,Midwest,Mike Johnson,GL Insurance,Inspections,P-MW-013-INS-07,Building inspection failed - electrical rough-in,Address inspector comments and reschedule,68
P-MW-013,Midwest,Mike Johnson,GL Insurance,Late Payment,P-MW-013-LAT-06,Subcontractor payment overdue - electrical trade,Process payment and review cash flow procedures,42
P-MW-013,Midwest,Mike Johnson,GL Insurance,Observations,P-MW-013-OBS-01,Quality observation - misaligned window frames,Coordinate with trades to correct alignment,73
P-MW-013,Midwest,Mike Johnson,GL Insurance,Punch Items,P-MW-013-PUN-02,Punch item - landscaping final grading,Complete grading and seed installation,66
P-MW-013,Midwest,Mike Johnson,GL Insurance,Submittals,P-MW-013-SUB-04,Submittal - glazing system specifications,Late submittal pending architect approval,50
P-MW-013,Midwest,Mike Johnson,Safety,Change Orders,P-MW-013-CHA-05,Site condition change - unexpected utilities,Assess additional costs and timeline impact,64
P-MW-013,Midwest,Mike Johnson,Safety,Incidents,P-MW-013-INC-03,Worker injury - minor cut on hand,Complete injury report and safety protocol review,93
P-MW-013,Midwest,Mike Johnson,Safety,Inspections,P-MW-013-INS-07,Building inspection failed - electrical rough-in,Address inspector comments and reschedule,81
P-MW-013,Midwest,Mike Johnson,Safety,Late Payment,P-MW-013-LAT-06,Subcontractor payment overdue - electrical trade,Process payment and review cash flow procedures,60
P-MW-013,Midwest,Mike Johnson,Safety,Observations,P-MW-013-OBS-01,Quality observation - misaligned window frames,Coordinate with trades to correct alignment,81
P-MW-013,Midwest,Mike Johnson,Safety,Punch Items,P-MW-013-PUN-02,Punch item - landscaping final grading,Complete grading and seed installation,72
P-MW-013,Midwest,Mike Johnson,Safety,Submittals,P-MW-013-SUB-04,Submittal - glazing system specifications,Late submittal pending architect approval,60
P-MW-013,Midwest,Mike Johnson,Schedule,Change Orders,P-MW-013-CHA-05,Site condition change - unexpected utilities,Assess additional costs and timeline impact,88
P-MW-013,Midwest,Mike Johnson,Schedule,Incidents,P-MW-013-INC-03,Worker injury - minor cut on hand,Complete injury report and safety protocol review,50
P-MW-013,Midwest,Mike Johnson,Schedule,Inspections,P-MW-013-INS-07,Building inspection failed - electrical rough-in,Address inspector comments and reschedule,82
P-MW-013,Midwest,Mike Johnson,Schedule,Late Payment,P-MW-013-LAT-06,Subcontractor payment overdue - electrical trade,Process payment and review cash flow procedures,50
P-MW-013,Midwest,Mike Johnson,Schedule,Observations,P-MW-013-OBS-01,Quality observation - misaligned window frames,Coordinate with trades to correct alignment,55
P-MW-013,Midwest,Mike Johnson,Schedule,Punch Items,P-MW-013-PUN-02,Punch item - landscaping final grading,Complete grading and seed installation,72
P-MW-013,Midwest,Mike Johnson,Schedule,Submittals,P-MW-013-SUB-04,Submittal - glazing system specifications,Late submittal pending architect approval,78
P-MW-013,Midwest,Mike Johnson,WC Insurance,Change Orders,P-MW-013-CHA-05,Site condition change - unexpected utilities,Assess additional costs and timeline impact,52
P-MW-013,Midwest,Mike Johnson,WC Insurance,Incidents,P-MW-013-INC-03,Worker injury - minor cut on hand,Complete injury report and safety protocol review,81
P-MW-013,Midwest,Mike Johnson,WC Insurance,Inspections,P-MW-013-INS-07,Building inspection failed - electrical rough-in,Address inspector comments and reschedule,74
P-MW-013,Midwest,Mike Johnson,WC Insurance,Late Payment,P-MW-013-LAT-06,Subcontractor payment overdue - electrical trade,Process payment and review cash flow procedures,45
P-MW-013,Midwest,Mike Johnson,WC Insurance,Observations,P-MW-013-OBS-01,Quality observation - misaligned window frames,Coordinate with trades to correct alignment,82
P-MW-013,Midwest,Mike Johnson,WC Insurance,Punch Items,P-MW-013-PUN-02,Punch item - landscaping final grading,Complete grading and seed installation,65
P-MW-013,Midwest,Mike Johnson,WC Insurance,Submittals,P-MW-013-SUB-04,Submittal - glazing system specifications,Late submittal pending architect approval,47
P-WE-014,West,Alice Brown,BR Insurance,Change Orders,P-WE-014-CHA-06,Site condition change - unexpected utilities,Assess additional costs and timeline impact,83
P-WE-014,West,Alice Brown,BR Insurance,Incidents,P-WE-014-INC-01,Worker injury - minor cut on hand,Complete injury report and safety protocol review,85
P-WE-014,West,Alice Brown,BR Insurance,Late Payment,P-WE-014-LAT-05,Supplier payment overdue - concrete vendor,Resolve payment dispute and maintain relationships,85
P-WE-014,West,Alice Brown,BR Insurance,Observations,P-WE-014-OBS-03,Environmental observation - dust control,Implement additional dust suppression measures,70
P-WE-014,West,Alice Brown,BR Insurance,Punch Items,P-WE-014-PUN-04,Punch item - HVAC balancing incomplete,Complete system commissioning and testing,53
P-WE-014,West,Alice Brown,BR Insurance,RFIs,P-WE-014-RFI-07,RFI - structural connection detail clarification,"High priority RFI, needs immediate architect response",62
P-WE-014,West,Alice Brown,BR Insurance,Submittals,P-WE-014-SUB-02,Submittal - roofing material samples,Coordinate color selection with client,60
P-WE-014,West,Alice Brown,CA Insurance,Change Orders,P-WE-014-CHA-06,Site condition change - unexpected utilities,Assess additional costs and timeline impact,78
P-WE-014,West,Alice Brown,CA Insurance,Incidents,P-WE-014-INC-01,Worker injury - minor cut on hand,Complete injury report and safety protocol review,88
P-WE-014,West,Alice Brown,CA Insurance,Late Payment,P-WE-014-LAT-05,Supplier payment overdue - concrete vendor,Resolve payment dispute and maintain relationships,69
P-WE-014,West,Alice Brown,CA Insurance,Observations,P-WE-014-OBS-03,Environmental observation - dust control,Implement additional dust suppression measures,65
P-WE-014,West,Alice Brown,CA Insurance,Punch Items,P-WE-014-PUN-04,Punch item - HVAC balancing incomplete,Complete system commissioning and testing,49
P-WE-014,West,Alice Brown,CA Insurance,RFIs,P-WE-014-RFI-07,RFI - structural connection detail clarification,"High priority RFI, needs immediate architect response",59
P-WE-014,West,Alice Brown,CA Insurance,Submittals,P-WE-014-SUB-02,Submittal - roofing material samples,Coordinate color selection with client,48
P-WE-014,West,Alice Brown,Cost,Change Orders,P-WE-014-CHA-06,Site condition change - unexpected utilities,Assess additional costs and timeline impact,88
P-WE-014,West,Alice Brown,Cost,Incidents,P-WE-014-INC-01,Worker injury - minor cut on hand,Complete injury report and safety protocol review,66
P-WE-014,West,Alice Brown,Cost,Late Payment,P-WE-014-LAT-05,Supplier payment overdue - concrete vendor,Resolve payment dispute and maintain relationships,85
P-WE-014,West,Alice Brown,Cost,Observations,P-WE-014-OBS-03,Environmental observation - dust control,Implement additional dust suppression measures,60
P-WE-014,West,Alice Brown,Cost,Punch Items,P-WE-014-PUN-04,Punch item - HVAC balancing incomplete,Complete system commissioning and testing,46
P-WE-014,West,Alice Brown,Cost,RFIs,P-WE-014-RFI-07,RFI - structural connection detail clarification,"High priority RFI, needs immediate architect response",84
P-WE-014,West,Alice Brown,Cost,Submittals,P-WE-014-SUB-02,Submittal - roofing material samples,Coordinate color selection with client,74
P-WE-014,West,Alice Brown,GL Insurance,Change Orders,P-WE-014-CHA-06,Site condition change - unexpected utilities,Assess additional costs and timeline impact,80
P-WE-014,West,Alice Brown,GL Insurance,Incidents,P-WE-014-INC-01,Worker injury - minor cut on hand,Complete injury report and safety protocol review,76
P-WE-014,West,Alice Brown,GL Insurance,Late Payment,P-WE-014-LAT-05,Supplier payment overdue - concrete vendor,Resolve payment dispute and maintain relationships,50
P-WE-014,West,Alice Brown,GL Insurance,Observations,P-WE-014-OBS-03,Environmental observation - dust control,Implement additional dust suppression measures,76
P-WE-014,West,Alice Brown,GL Insurance,Punch Items,P-WE-014-PUN-04,Punch item - HVAC balancing incomplete,Complete system commissioning and testing,56
P-WE-014,West,Alice Brown,GL Insurance,RFIs,P-WE-014-RFI-07,RFI - structural connection detail clarification,"High priority RFI, needs immediate architect response",69
P-WE-014,West,Alice Brown,GL Insurance,Submittals,P-WE-014-SUB-02,Submittal - roofing material samples,Coordinate color selection with client,61
P-WE-014,West,Alice Brown,Safety,Change Orders,P-WE-014-CHA-06,Site condition change - unexpected utilities,Assess additional costs and timeline impact,60
P-WE-014,West,Alice Brown,Safety,Incidents,P-WE-014-INC-01,Worker injury - minor cut on hand,Complete injury report and safety protocol review,94
P-WE-014,West,Alice Brown,Safety,Late Payment,P-WE-014-LAT-05,Supplier payment overdue - concrete vendor,Resolve payment dispute and maintain relationships,61
P-WE-014,West,Alice Brown,Safety,Observations,P-WE-014-OBS-03,Environmental observation - dust control,Implement additional dust suppression measures,86
P-WE-014,West,Alice Brown,Safety,Punch Items,P-WE-014-PUN-04,Punch item - HVAC balancing incomplete,Complete system commissioning and testing,66
P-WE-014,West,Alice Brown,Safety,RFIs,P-WE-014-RFI-07,RFI - structural connection detail clarification,"High priority RFI, needs immediate architect response",62
P-WE-014,West,Alice Brown,Safety,Submittals,P-WE-014-SUB-02,Submittal - roofing material samples,Coordinate color selection with client,63
P-WE-014,West,Alice Brown,Schedule,Change Orders,P-WE-014-CHA-06,Site condition change - unexpected utilities,Assess additional costs and timeline impact,85
P-WE-014,West,Alice Brown,Schedule,Incidents,P-WE-014-INC-01,Worker injury - minor cut on hand,Complete injury report and safety protocol review,62
P-WE-014,West,Alice Brown,Schedule,Late Payment,P-WE-014-LAT-05,Supplier payment overdue - concrete vendor,Resolve payment dispute and maintain relationships,61
P-WE-014,West,Alice Brown,Schedule,Observations,P-WE-014-OBS-03,Environmental observation - dust control,Implement additional dust suppression measures,63
P-WE-014,West,Alice Brown,Schedule,Punch Items,P-WE-014-PUN-04,Punch item - HVAC balancing incomplete,Complete system commissioning and testing,77
P-WE-014,West,Alice Brown,Schedule,RFIs,P-WE-014-RFI-07,RFI - structural connection detail clarification,"High priority RFI, needs immediate architect response",100
P-WE-014,West,Alice Brown,Schedule,Submittals,P-WE-014-SUB-02,Submittal - roofing material samples,Coordinate color selection with client,79
P-WE-014,West,Alice Brown,WC Insurance,Change Orders,P-WE-014-CHA-06,Site condition change - unexpected utilities,Assess additional costs and timeline impact,54
P-WE-014,West,Alice Brown,WC Insurance,Incidents,P-WE-014-INC-01,Worker injury - minor cut on hand,Complete injury report and safety protocol review,79
P-WE-014,West,Alice Brown,WC Insurance,Late Payment,P-WE-014-LAT-05,Supplier payment overdue - concrete vendor,Resolve payment dispute and maintain relationships,54
P-WE-014,West,Alice Brown,WC Insurance,Observations,P-WE-014-OBS-03,Environmental observation - dust control,Implement additional dust suppression measures,81
P-WE-014,West,Alice Brown,WC Insurance,Punch Items,P-WE-014-PUN-04,Punch item - HVAC balancing incomplete,Complete system commissioning and testing,75
P-WE-014,West,Alice Brown,WC Insurance,RFIs,P-WE-014-RFI-07,RFI - structural connection detail clarification,"High priority RFI, needs immediate architect response",65
P-WE-014,West,Alice Brown,WC Insurance,Submittals,P-WE-014-SUB-02,Submittal - roofing material samples,Coordinate color selection with client,46
P-NE-015,Northeast,John Doe,BR Insurance,Change Orders,P-NE-015-CHA-06,Scope addition - additional parking spaces,Prepare cost estimate and contract amendment,79
P-NE-015,Northeast,John Doe,BR Insurance,Incidents,P-NE-015-INC-02,Safety incident - near miss on site,Complete incident investigation and safety briefing,76
P-NE-015,Northeast,John Doe,BR Insurance,Inspections,P-NE-015-INS-03,Building inspection failed - electrical rough-in,Address inspector comments and reschedule,64
P-NE-015,Northeast,John Doe,BR Insurance,Late Payment,P-NE-015-LAT-05,Client payment delayed - progress billing,Follow up with client and accounts receivable,81
P-NE-015,Northeast,John Doe,BR Insurance,Observations,P-NE-015-OBS-07,Quality observation - misaligned window frames,Coordinate with trades to correct alignment,70
P-NE-015,Northeast,John Doe,BR Insurance,Punch Items,P-NE-015-PUN-08,Punch item - HVAC balancing incomplete,Complete system commissioning and testing,48
P-NE-015,Northeast,John Doe,BR Insurance,RFIs,P-NE-015-RFI-01,RFI - site drainage design modification,Review with civil engineer and approve changes,62
P-NE-015,Northeast,John Doe,BR Insurance,Submittals,P-NE-015-SUB-04,Submittal - elevator equipment shop drawings,Review technical specifications and approve,42
P-NE-015,Northeast,John Doe,CA Insurance,Change Orders,P-NE-015-CHA-06,Scope addition - additional parking spaces,Prepare cost estimate and contract amendment,75
P-NE-015,Northeast,John Doe,CA Insurance,Incidents,P-NE-015-INC-02,Safety incident - near miss on site,Complete incident investigation and safety briefing,81
P-NE-015,Northeast,John Doe,CA Insurance,Inspections,P-NE-015-INS-03,Building inspection failed - electrical rough-in,Address inspector comments and reschedule,45
P-NE-015,Northeast,John Doe,CA Insurance,Late Payment,P-NE-015-LAT-05,Client payment delayed - progress billing,Follow up with client and accounts receivable,74
P-NE-015,Northeast,John Doe,CA Insurance,Observations,P-NE-015-OBS-07,Quality observation - misaligned window frames,Coordinate with trades to correct alignment,60
P-NE-015,Northeast,John Doe,CA Insurance,Punch Items,P-NE-015-PUN-08,Punch item - HVAC balancing incomplete,Complete system commissioning and testing,42
P-NE-015,Northeast,John Doe,CA Insurance,RFIs,P-NE-015-RFI-01,RFI - site drainage design modification,Review with civil engineer and approve changes,60
P-NE-015,Northeast,John Doe,CA Insurance,Submittals,P-NE-015-SUB-04,Submittal - elevator equipment shop drawings,Review technical specifications and approve,48
P-NE-015,Northeast,John Doe,Cost,Change Orders,P-NE-015-CHA-06,Scope addition - additional parking spaces,Prepare cost estimate and contract amendment,100
P-NE-015,Northeast,John Doe,Cost,Incidents,P-NE-015-INC-02,Safety incident - near miss on site,Complete incident investigation and safety briefing,81
P-NE-015,Northeast,John Doe,Cost,Inspections,P-NE-015-INS-03,Building inspection failed - electrical rough-in,Address inspector comments and reschedule,74
P-NE-015,Northeast,John Doe,Cost,Late Payment,P-NE-015-LAT-05,Client payment delayed - progress billing,Follow up with client and accounts receivable,90
P-NE-015,Northeast,John Doe,Cost,Observations,P-NE-015-OBS-07,Quality observation - misaligned window frames,Coordinate with trades to correct alignment,56
P-NE-015,Northeast,John Doe,Cost,Punch Items,P-NE-015-PUN-08,Punch item - HVAC balancing incomplete,Complete system commissioning and testing,56
P-NE-015,Northeast,John Doe,Cost,RFIs,P-NE-015-RFI-01,RFI - site drainage design modification,Review with civil engineer and approve changes,75
P-NE-015,Northeast,John Doe,Cost,Submittals,P-NE-015-SUB-04,Submittal - elevator equipment shop drawings,Review technical specifications and approve,64
P-NE-015,Northeast,John Doe,GL Insurance,Change Orders,P-NE-015-CHA-06,Scope addition - additional parking spaces,Prepare cost estimate and contract amendment,71
P-NE-015,Northeast,John Doe,GL Insurance,Incidents,P-NE-015-INC-02,Safety incident - near miss on site,Complete incident investigation and safety briefing,86
P-NE-015,Northeast,John Doe,GL Insurance,Inspections,P-NE-015-INS-03,Building inspection failed - electrical rough-in,Address inspector comments and reschedule,69
P-NE-015,Northeast,John Doe,GL Insurance,Late Payment,P-NE-015-LAT-05,Client payment delayed - progress billing,Follow up with client and accounts receivable,50
P-NE-015,Northeast,John Doe,GL Insurance,Observations,P-NE-015-OBS-07,Quality observation - misaligned window frames,Coordinate with trades to correct alignment,81
P-NE-015,Northeast,John Doe,GL Insurance,Punch Items,P-NE-015-PUN-08,Punch item - HVAC balancing incomplete,Complete system commissioning and testing,55
P-NE-015,Northeast,John Doe,GL Insurance,RFIs,P-NE-015-RFI-01,RFI - site drainage design modification,Review with civil engineer and approve changes,79
P-NE-015,Northeast,John Doe,GL Insurance,Submittals,P-NE-015-SUB-04,Submittal - elevator equipment shop drawings,Review technical specifications and approve,45
P-NE-015,Northeast,John Doe,Safety,Change Orders,P-NE-015-CHA-06,Scope addition - additional parking spaces,Prepare cost estimate and contract amendment,64
P-NE-015,Northeast,John Doe,Safety,Incidents,P-NE-015-INC-02,Safety incident - near miss on site,Complete incident investigation and safety briefing,94
P-NE-015,Northeast,John Doe,Safety,Inspections,P-NE-015-INS-03,Building inspection failed - electrical rough-in,Address inspector comments and reschedule,83
