impact_category,process_name,kpi_name,bp_lower_bound,bp_upper_bound,bp_range_display,unit,higher_is_better,importance_weight,phase wt,process wt,KPI wt,realized_value,unrealized_value,process_level_unrealized_value,phase_level_unrealized_value,projectId,score,actual
Cost,clientHandover,Client Satisfaction Score,8.0,10,> 8,/10,True,4,0.05,0.1,0.55,55.0,0.0,0.0,0.0,P-MW-009,23.0,8.5
Cost,clientHandover,Client Training Completion,1.0,1,100%,%,True,2,0.05,0.1,0.45,24.8,20.3,2.0,0.1,P-MW-009,31.0,0.98
Cost,finalDocumentation,As-Built Drawing Accuracy,0.9,1,> 90%,%,True,3,0.05,0.2,0.6,49.8,10.2,2.0,0.1,P-MW-009,16.0,0.94
Cost,finalDocumentation,O&M Manuals Submitted Timely,1.0,1,100%,%,True,3,0.05,0.2,0.4,34.0,6.0,1.2,0.06,P-MW-009,29.0,1.0
Cost,financialReconciliation,Final Payment Received Time,0.0,30,< 30 days,days,False,4,0.05,0.4,0.45,31.5,13.5,5.4,0.27,P-MW-009,28.0,22.0
Cost,financialReconciliation,Subcontractor Final Payments,1.0,1,100%,%,True,2,0.05,0.4,0.55,55.0,0.0,0.0,0.0,P-MW-009,26.0,1.0
Cost,punchlistCompletion,Avg Time to Close Punch Item,0.0,7,< 7 days,days,False,2,0.05,0.3,0.4,34.8,5.2,1.6,0.08,P-MW-009,64.0,3.0
Cost,punchlistCompletion,Punch List Items Closed Rate,0.95,1,> 95%,%,True,3,0.05,0.3,0.6,37.8,22.2,6.7,0.33,P-MW-009,62.0,0.99
GL Insurance,clientHandover,Client Satisfaction Score,8.0,10,> 8,/10,True,4,0.15,0.25,0.4,40.0,0.0,0.0,0.0,P-MW-009,44.0,9.0
GL Insurance,clientHandover,Client Training Completion,1.0,1,100%,%,True,2,0.15,0.25,0.6,33.0,27.0,6.8,1.01,P-MW-009,26.0,1.0
GL Insurance,finalDocumentation,As-Built Drawing Accuracy,0.9,1,> 90%,%,True,3,0.15,0.4,0.6,49.8,10.2,4.1,0.61,P-MW-009,50.0,0.91
GL Insurance,finalDocumentation,O&M Manuals Submitted Timely,1.0,1,100%,%,True,3,0.15,0.4,0.4,34.0,6.0,2.4,0.36,P-MW-009,75.0,1.0
GL Insurance,financialReconciliation,Final Payment Received Time,0.0,30,< 30 days,days,False,4,0.15,0.05,0.4,28.0,12.0,0.6,0.09,P-MW-009,63.0,11.0
GL Insurance,financialReconciliation,Subcontractor Final Payments,1.0,1,100%,%,True,2,0.15,0.05,0.6,60.0,0.0,0.0,0.0,P-MW-009,39.0,1.0
GL Insurance,punchlistCompletion,Avg Time to Close Punch Item,0.0,7,< 7 days,days,False,2,0.15,0.3,0.4,34.8,5.2,1.6,0.23,P-MW-009,40.0,4.0
GL Insurance,punchlistCompletion,Punch List Items Closed Rate,0.95,1,> 95%,%,True,3,0.15,0.3,0.6,37.8,22.2,6.7,1.0,P-MW-009,50.0,1.0
Safety,clientHandover,Client Satisfaction Score,8.0,10,> 8,/10,True,4,0.05,0.3,0.35,35.0,0.0,0.0,0.0,P-MW-009,28.0,8.8
Safety,clientHandover,Client Training Completion,1.0,1,100%,%,True,2,0.05,0.3,0.65,35.8,29.3,8.8,0.44,P-MW-009,29.0,1.0
Safety,finalDocumentation,As-Built Drawing Accuracy,0.9,1,> 90%,%,True,3,0.05,0.25,0.6,49.8,10.2,2.6,0.13,P-MW-009,43.0,0.9
Safety,finalDocumentation,O&M Manuals Submitted Timely,1.0,1,100%,%,True,3,0.05,0.25,0.4,34.0,6.0,1.5,0.08,P-MW-009,26.0,1.0
Safety,financialReconciliation,Final Payment Received Time,0.0,30,< 30 days,days,False,4,0.05,0.05,0.4,28.0,12.0,0.6,0.03,P-MW-009,21.0,25.0
Safety,financialReconciliation,Subcontractor Final Payments,1.0,1,100%,%,True,2,0.05,0.05,0.6,60.0,0.0,0.0,0.0,P-MW-009,33.0,0.98
Safety,punchlistCompletion,Avg Time to Close Punch Item,0.0,7,< 7 days,days,False,2,0.05,0.4,0.4,34.8,5.2,2.1,0.1,P-MW-009,39.0,4.0
Safety,punchlistCompletion,Punch List Items Closed Rate,0.95,1,> 95%,%,True,3,0.05,0.4,0.6,37.8,22.2,8.9,0.44,P-MW-009,24.0,0.93
Schedule,clientHandover,Client Satisfaction Score,8.0,10,> 8,/10,True,4,0.05,0.1,0.4,40.0,0.0,0.0,0.0,P-MW-009,46.0,9.3
Schedule,clientHandover,Client Training Completion,1.0,1,100%,%,True,2,0.05,0.1,0.6,33.0,27.0,2.7,0.14,P-MW-009,28.0,1.0
Schedule,finalDocumentation,As-Built Drawing Accuracy,0.9,1,> 90%,%,True,3,0.05,0.3,0.4,33.2,6.8,2.0,0.1,P-MW-009,17.0,0.89
Schedule,finalDocumentation,O&M Manuals Submitted Timely,1.0,1,100%,%,True,3,0.05,0.3,0.6,51.0,9.0,2.7,0.14,P-MW-009,20.0,1.0
Schedule,financialReconciliation,Final Payment Received Time,0.0,30,< 30 days,days,False,4,0.05,0.3,0.45,31.5,13.5,4.1,0.2,P-MW-009,23.0,23.0
Schedule,financialReconciliation,Subcontractor Final Payments,1.0,1,100%,%,True,2,0.05,0.3,0.55,55.0,0.0,0.0,0.0,P-MW-009,40.0,1.0
Schedule,punchlistCompletion,Avg Time to Close Punch Item,0.0,7,< 7 days,days,False,2,0.05,0.3,0.6,52.2,7.8,2.3,0.12,P-MW-009,54.0,3.0
Schedule,punchlistCompletion,Punch List Items Closed Rate,0.95,1,> 95%,%,True,3,0.05,0.3,0.4,25.2,14.8,4.4,0.22,P-MW-009,55.0,0.96
WC Insurance,clientHandover,Client Satisfaction Score,8.0,10,> 8,/10,True,4,0.05,0.05,0.35,35.0,0.0,0.0,0.0,P-MW-009,44.0,8.8
WC Insurance,clientHandover,Client Training Completion,1.0,1,100%,%,True,2,0.05,0.05,0.65,35.8,29.3,1.5,0.07,P-MW-009,65.0,1.0
WC Insurance,finalDocumentation,As-Built Drawing Accuracy,0.9,1,> 90%,%,True,3,0.05,0.025,0.45,37.4,7.7,0.2,0.01,P-MW-009,39.0,0.95
WC Insurance,finalDocumentation,O&M Manuals Submitted Timely,1.0,1,100%,%,True,3,0.05,0.025,0.55,46.8,8.3,0.2,0.01,P-MW-009,45.0,1.0
WC Insurance,financialReconciliation,Final Payment Received Time,0.0,30,< 30 days,days,False,4,0.05,0.025,0.4,28.0,12.0,0.3,0.02,P-MW-009,38.0,19.0
WC Insurance,financialReconciliation,Subcontractor Final Payments,1.0,1,100%,%,True,2,0.05,0.025,0.6,60.0,0.0,0.0,0.0,P-MW-009,25.0,0.96
WC Insurance,punchlistCompletion,Avg Time to Close Punch Item,0.0,7,< 7 days,days,False,2,0.05,0.9,0.4,34.8,5.2,4.7,0.23,P-MW-009,19.0,6.0
WC Insurance,punchlistCompletion,Punch List Items Closed Rate,0.95,1,> 95%,%,True,3,0.05,0.9,0.6,37.8,22.2,20.0,1.0,P-MW-009,23.0,0.94
BR Insurance,clientHandover,Client Satisfaction Score,8.0,10,> 8,/10,True,4,0.1,0.2,0.4,40.0,0.0,0.0,0.0,P-WE-010,10.0,8.3
BR Insurance,clientHandover,Client Training Completion,1.0,1,100%,%,True,2,0.1,0.2,0.6,33.0,27.0,5.4,0.54,P-WE-010,9.0,0.96
BR Insurance,finalDocumentation,As-Built Drawing Accuracy,0.9,1,> 90%,%,True,3,0.1,0.4,0.6,49.8,10.2,4.1,0.41,P-WE-010,21.0,0.89
BR Insurance,finalDocumentation,O&M Manuals Submitted Timely,1.0,1,100%,%,True,3,0.1,0.4,0.4,34.0,6.0,2.4,0.24,P-WE-010,42.0,1.0
BR Insurance,financialReconciliation,Final Payment Received Time,0.0,30,< 30 days,days,False,4,0.1,0.1,0.4,28.0,12.0,1.2,0.12,P-WE-010,21.0,24.0
BR Insurance,financialReconciliation,Subcontractor Final Payments,1.0,1,100%,%,True,2,0.1,0.1,0.6,60.0,0.0,0.0,0.0,P-WE-010,16.0,1.0
BR Insurance,punchlistCompletion,Avg Time to Close Punch Item,0.0,7,< 7 days,days,False,2,0.1,0.3,0.4,34.8,5.2,1.6,0.16,P-WE-010,20.0,6.0
BR Insurance,punchlistCompletion,Punch List Items Closed Rate,0.95,1,> 95%,%,True,3,0.1,0.3,0.6,37.8,22.2,6.7,0.67,P-WE-010,49.0,0.93
CA Insurance,clientHandover,Client Satisfaction Score,8.0,10,> 8,/10,True,4,0.15,0.1,0.4,40.0,0.0,0.0,0.0,P-WE-010,28.0,8.8
CA Insurance,clientHandover,Client Training Completion,1.0,1,100%,%,True,2,0.15,0.1,0.6,33.0,27.0,2.7,0.41,P-WE-010,20.0,1.0
CA Insurance,finalDocumentation,As-Built Drawing Accuracy,0.9,1,> 90%,%,True,3,0.15,0.3,0.4,33.2,6.8,2.0,0.31,P-WE-010,19.0,0.95
CA Insurance,finalDocumentation,O&M Manuals Submitted Timely,1.0,1,100%,%,True,3,0.15,0.3,0.6,51.0,9.0,2.7,0.41,P-WE-010,19.0,1.0
CA Insurance,financialReconciliation,Final Payment Received Time,0.0,30,< 30 days,days,False,4,0.15,0.4,0.35,24.5,10.5,4.2,0.63,P-WE-010,21.0,23.0
CA Insurance,financialReconciliation,Subcontractor Final Payments,1.0,1,100%,%,True,2,0.15,0.4,0.65,65.0,0.0,0.0,0.0,P-WE-010,4.0,1.0
CA Insurance,punchlistCompletion,Avg Time to Close Punch Item,0.0,7,< 7 days,days,False,2,0.15,0.2,0.6,52.2,7.8,1.6,0.23,P-WE-010,26.0,5.0
CA Insurance,punchlistCompletion,Punch List Items Closed Rate,0.95,1,> 95%,%,True,3,0.15,0.2,0.4,25.2,14.8,3.0,0.44,P-WE-010,27.0,0.95
Cost,clientHandover,Client Satisfaction Score,8.0,10,> 8,/10,True,4,0.05,0.1,0.55,55.0,0.0,0.0,0.0,P-WE-010,27.0,8.2
Cost,clientHandover,Client Training Completion,1.0,1,100%,%,True,2,0.05,0.1,0.45,24.8,20.3,2.0,0.1,P-WE-010,30.0,0.98
Cost,finalDocumentation,As-Built Drawing Accuracy,0.9,1,> 90%,%,True,3,0.05,0.2,0.6,49.8,10.2,2.0,0.1,P-WE-010,5.0,0.94
Cost,finalDocumentation,O&M Manuals Submitted Timely,1.0,1,100%,%,True,3,0.05,0.2,0.4,34.0,6.0,1.2,0.06,P-WE-010,1.0,1.0
Cost,financialReconciliation,Final Payment Received Time,0.0,30,< 30 days,days,False,4,0.05,0.4,0.45,31.5,13.5,5.4,0.27,P-WE-010,23.0,22.0
Cost,financialReconciliation,Subcontractor Final Payments,1.0,1,100%,%,True,2,0.05,0.4,0.55,55.0,0.0,0.0,0.0,P-WE-010,1.0,1.0
Cost,punchlistCompletion,Avg Time to Close Punch Item,0.0,7,< 7 days,days,False,2,0.05,0.3,0.4,34.8,5.2,1.6,0.08,P-WE-010,9.0,6.0
Cost,punchlistCompletion,Punch List Items Closed Rate,0.95,1,> 95%,%,True,3,0.05,0.3,0.6,37.8,22.2,6.7,0.33,P-WE-010,5.0,0.92
GL Insurance,clientHandover,Client Satisfaction Score,8.0,10,> 8,/10,True,4,0.15,0.25,0.4,40.0,0.0,0.0,0.0,P-WE-010,47.0,8.9
GL Insurance,clientHandover,Client Training Completion,1.0,1,100%,%,True,2,0.15,0.25,0.6,33.0,27.0,6.8,1.01,P-WE-010,38.0,1.0
GL Insurance,finalDocumentation,As-Built Drawing Accuracy,0.9,1,> 90%,%,True,3,0.15,0.4,0.6,49.8,10.2,4.1,0.61,P-WE-010,39.0,0.93
GL Insurance,finalDocumentation,O&M Manuals Submitted Timely,1.0,1,100%,%,True,3,0.15,0.4,0.4,34.0,6.0,2.4,0.36,P-WE-010,47.0,1.0
GL Insurance,financialReconciliation,Final Payment Received Time,0.0,30,< 30 days,days,False,4,0.15,0.05,0.4,28.0,12.0,0.6,0.09,P-WE-010,13.0,26.0
GL Insurance,financialReconciliation,Subcontractor Final Payments,1.0,1,100%,%,True,2,0.15,0.05,0.6,60.0,0.0,0.0,0.0,P-WE-010,36.0,1.0
GL Insurance,punchlistCompletion,Avg Time to Close Punch Item,0.0,7,< 7 days,days,False,2,0.15,0.3,0.4,34.8,5.2,1.6,0.23,P-WE-010,17.0,6.0
GL Insurance,punchlistCompletion,Punch List Items Closed Rate,0.95,1,> 95%,%,True,3,0.15,0.3,0.6,37.8,22.2,6.7,1.0,P-WE-010,51.0,0.93
Safety,clientHandover,Client Satisfaction Score,8.0,10,> 8,/10,True,4,0.05,0.3,0.35,35.0,0.0,0.0,0.0,P-WE-010,25.0,8.1
Safety,clientHandover,Client Training Completion,1.0,1,100%,%,True,2,0.05,0.3,0.65,35.8,29.3,8.8,0.44,P-WE-010,14.0,1.0
Safety,finalDocumentation,As-Built Drawing Accuracy,0.9,1,> 90%,%,True,3,0.05,0.25,0.6,49.8,10.2,2.6,0.13,P-WE-010,41.0,0.94
Safety,finalDocumentation,O&M Manuals Submitted Timely,1.0,1,100%,%,True,3,0.05,0.25,0.4,34.0,6.0,1.5,0.08,P-WE-010,41.0,1.0
Safety,financialReconciliation,Final Payment Received Time,0.0,30,< 30 days,days,False,4,0.05,0.05,0.4,28.0,12.0,0.6,0.03,P-WE-010,32.0,19.0
Safety,financialReconciliation,Subcontractor Final Payments,1.0,1,100%,%,True,2,0.05,0.05,0.6,60.0,0.0,0.0,0.0,P-WE-010,27.0,1.0
Safety,punchlistCompletion,Avg Time to Close Punch Item,0.0,7,< 7 days,days,False,2,0.05,0.4,0.4,34.8,5.2,2.1,0.1,P-WE-010,15.0,6.0
Safety,punchlistCompletion,Punch List Items Closed Rate,0.95,1,> 95%,%,True,3,0.05,0.4,0.6,37.8,22.2,8.9,0.44,P-WE-010,42.0,0.97
Schedule,clientHandover,Client Satisfaction Score,8.0,10,> 8,/10,True,4,0.05,0.1,0.4,40.0,0.0,0.0,0.0,P-WE-010,52.0,8.9
Schedule,clientHandover,Client Training Completion,1.0,1,100%,%,True,2,0.05,0.1,0.6,33.0,27.0,2.7,0.14,P-WE-010,25.0,0.97
Schedule,finalDocumentation,As-Built Drawing Accuracy,0.9,1,> 90%,%,True,3,0.05,0.3,0.4,33.2,6.8,2.0,0.1,P-WE-010,20.0,0.92
Schedule,finalDocumentation,O&M Manuals Submitted Timely,1.0,1,100%,%,True,3,0.05,0.3,0.6,51.0,9.0,2.7,0.14,P-WE-010,16.0,1.0
Schedule,financialReconciliation,Final Payment Received Time,0.0,30,< 30 days,days,False,4,0.05,0.3,0.45,31.5,13.5,4.1,0.2,P-WE-010,22.0,24.0
Schedule,financialReconciliation,Subcontractor Final Payments,1.0,1,100%,%,True,2,0.05,0.3,0.55,55.0,0.0,0.0,0.0,P-WE-010,20.0,1.0
Schedule,punchlistCompletion,Avg Time to Close Punch Item,0.0,7,< 7 days,days,False,2,0.05,0.3,0.6,52.2,7.8,2.3,0.12,P-WE-010,30.0,5.0
Schedule,punchlistCompletion,Punch List Items Closed Rate,0.95,1,> 95%,%,True,3,0.05,0.3,0.4,25.2,14.8,4.4,0.22,P-WE-010,23.0,0.92
WC Insurance,clientHandover,Client Satisfaction Score,8.0,10,> 8,/10,True,4,0.05,0.05,0.35,35.0,0.0,0.0,0.0,P-WE-010,15.0,8.4
WC Insurance,clientHandover,Client Training Completion,1.0,1,100%,%,True,2,0.05,0.05,0.65,35.8,29.3,1.5,0.07,P-WE-010,14.0,0.96
WC Insurance,finalDocumentation,As-Built Drawing Accuracy,0.9,1,> 90%,%,True,3,0.05,0.025,0.45,37.4,7.7,0.2,0.01,P-WE-010,31.0,0.89
WC Insurance,finalDocumentation,O&M Manuals Submitted Timely,1.0,1,100%,%,True,3,0.05,0.025,0.55,46.8,8.3,0.2,0.01,P-WE-010,35.0,1.0
WC Insurance,financialReconciliation,Final Payment Received Time,0.0,30,< 30 days,days,False,4,0.05,0.025,0.4,28.0,12.0,0.3,0.02,P-WE-010,31.0,20.0
WC Insurance,financialReconciliation,Subcontractor Final Payments,1.0,1,100%,%,True,2,0.05,0.025,0.6,60.0,0.0,0.0,0.0,P-WE-010,26.0,1.0
WC Insurance,punchlistCompletion,Avg Time to Close Punch Item,0.0,7,< 7 days,days,False,2,0.05,0.9,0.4,34.8,5.2,4.7,0.23,P-WE-010,16.0,6.0
WC Insurance,punchlistCompletion,Punch List Items Closed Rate,0.95,1,> 95%,%,True,3,0.05,0.9,0.6,37.8,22.2,20.0,1.0,P-WE-010,14.0,0.98
BR Insurance,clientHandover,Client Satisfaction Score,8.0,10,> 8,/10,True,4,0.1,0.2,0.4,40.0,0.0,0.0,0.0,P-NE-011,53.0,9.3
BR Insurance,clientHandover,Client Training Completion,1.0,1,100%,%,True,2,0.1,0.2,0.6,33.0,27.0,5.4,0.54,P-NE-011,61.0,0.98
BR Insurance,finalDocumentation,As-Built Drawing Accuracy,0.9,1,> 90%,%,True,3,0.1,0.4,0.6,49.8,10.2,4.1,0.41,P-NE-011,71.0,0.95
BR Insurance,finalDocumentation,O&M Manuals Submitted Timely,1.0,1,100%,%,True,3,0.1,0.4,0.4,34.0,6.0,2.4,0.24,P-NE-011,61.0,1.0
BR Insurance,financialReconciliation,Final Payment Received Time,0.0,30,< 30 days,days,False,4,0.1,0.1,0.4,28.0,12.0,1.2,0.12,P-NE-011,41.0,18.0
BR Insurance,financialReconciliation,Subcontractor Final Payments,1.0,1,100%,%,True,2,0.1,0.1,0.6,60.0,0.0,0.0,0.0,P-NE-011,39.0,1.0
BR Insurance,punchlistCompletion,Avg Time to Close Punch Item,0.0,7,< 7 days,days,False,2,0.1,0.3,0.4,34.8,5.2,1.6,0.16,P-NE-011,36.0,4.0
BR Insurance,punchlistCompletion,Punch List Items Closed Rate,0.95,1,> 95%,%,True,3,0.1,0.3,0.6,37.8,22.2,6.7,0.67,P-NE-011,39.0,0.95
CA Insurance,clientHandover,Client Satisfaction Score,8.0,10,> 8,/10,True,4,0.15,0.1,0.4,40.0,0.0,0.0,0.0,P-NE-011,63.0,9.4
CA Insurance,clientHandover,Client Training Completion,1.0,1,100%,%,True,2,0.15,0.1,0.6,33.0,27.0,2.7,0.41,P-NE-011,58.0,1.0
CA Insurance,finalDocumentation,As-Built Drawing Accuracy,0.9,1,> 90%,%,True,3,0.15,0.3,0.4,33.2,6.8,2.0,0.31,P-NE-011,43.0,0.92
CA Insurance,finalDocumentation,O&M Manuals Submitted Timely,1.0,1,100%,%,True,3,0.15,0.3,0.6,51.0,9.0,2.7,0.41,P-NE-011,16.0,1.0
CA Insurance,financialReconciliation,Final Payment Received Time,0.0,30,< 30 days,days,False,4,0.15,0.4,0.35,24.5,10.5,4.2,0.63,P-NE-011,47.0,16.0
CA Insurance,financialReconciliation,Subcontractor Final Payments,1.0,1,100%,%,True,2,0.15,0.4,0.65,65.0,0.0,0.0,0.0,P-NE-011,47.0,1.0
CA Insurance,punchlistCompletion,Avg Time to Close Punch Item,0.0,7,< 7 days,days,False,2,0.15,0.2,0.6,52.2,7.8,1.6,0.23,P-NE-011,35.0,4.0
CA Insurance,punchlistCompletion,Punch List Items Closed Rate,0.95,1,> 95%,%,True,3,0.15,0.2,0.4,25.2,14.8,3.0,0.44,P-NE-011,33.0,0.99
Cost,clientHandover,Client Satisfaction Score,8.0,10,> 8,/10,True,4,0.05,0.1,0.55,55.0,0.0,0.0,0.0,P-NE-011,16.0,8.4
Cost,clientHandover,Client Training Completion,1.0,1,100%,%,True,2,0.05,0.1,0.45,24.8,20.3,2.0,0.1,P-NE-011,13.0,0.96
Cost,finalDocumentation,As-Built Drawing Accuracy,0.9,1,> 90%,%,True,3,0.05,0.2,0.6,49.8,10.2,2.0,0.1,P-NE-011,42.0,0.91
Cost,finalDocumentation,O&M Manuals Submitted Timely,1.0,1,100%,%,True,3,0.05,0.2,0.4,34.0,6.0,1.2,0.06,P-NE-011,51.0,1.0
Cost,financialReconciliation,Final Payment Received Time,0.0,30,< 30 days,days,False,4,0.05,0.4,0.45,31.5,13.5,5.4,0.27,P-NE-011,55.0,14.0
Cost,financialReconciliation,Subcontractor Final Payments,1.0,1,100%,%,True,2,0.05,0.4,0.55,55.0,0.0,0.0,0.0,P-NE-011,71.0,1.0
Cost,punchlistCompletion,Avg Time to Close Punch Item,0.0,7,< 7 days,days,False,2,0.05,0.3,0.4,34.8,5.2,1.6,0.08,P-NE-011,59.0,3.0
Cost,punchlistCompletion,Punch List Items Closed Rate,0.95,1,> 95%,%,True,3,0.05,0.3,0.6,37.8,22.2,6.7,0.33,P-NE-011,72.0,0.96
GL Insurance,clientHandover,Client Satisfaction Score,8.0,10,> 8,/10,True,4,0.15,0.25,0.4,40.0,0.0,0.0,0.0,P-NE-011,34.0,9.0
GL Insurance,clientHandover,Client Training Completion,1.0,1,100%,%,True,2,0.15,0.25,0.6,33.0,27.0,6.8,1.01,P-NE-011,64.0,1.0
GL Insurance,finalDocumentation,As-Built Drawing Accuracy,0.9,1,> 90%,%,True,3,0.15,0.4,0.6,49.8,10.2,4.1,0.61,P-NE-011,35.0,0.92
GL Insurance,finalDocumentation,O&M Manuals Submitted Timely,1.0,1,100%,%,True,3,0.15,0.4,0.4,34.0,6.0,2.4,0.36,P-NE-011,43.0,1.0
GL Insurance,financialReconciliation,Final Payment Received Time,0.0,30,< 30 days,days,False,4,0.15,0.05,0.4,28.0,12.0,0.6,0.09,P-NE-011,46.0,16.0
GL Insurance,financialReconciliation,Subcontractor Final Payments,1.0,1,100%,%,True,2,0.15,0.05,0.6,60.0,0.0,0.0,0.0,P-NE-011,67.0,1.0
GL Insurance,punchlistCompletion,Avg Time to Close Punch Item,0.0,7,< 7 days,days,False,2,0.15,0.3,0.4,34.8,5.2,1.6,0.23,P-NE-011,20.0,6.0
GL Insurance,punchlistCompletion,Punch List Items Closed Rate,0.95,1,> 95%,%,True,3,0.15,0.3,0.6,37.8,22.2,6.7,1.0,P-NE-011,30.0,0.95
Safety,clientHandover,Client Satisfaction Score,8.0,10,> 8,/10,True,4,0.05,0.3,0.35,35.0,0.0,0.0,0.0,P-NE-011,45.0,9.0
Safety,clientHandover,Client Training Completion,1.0,1,100%,%,True,2,0.05,0.3,0.65,35.8,29.3,8.8,0.44,P-NE-011,56.0,0.95
Safety,finalDocumentation,As-Built Drawing Accuracy,0.9,1,> 90%,%,True,3,0.05,0.25,0.6,49.8,10.2,2.6,0.13,P-NE-011,42.0,0.92
Safety,finalDocumentation,O&M Manuals Submitted Timely,1.0,1,100%,%,True,3,0.05,0.25,0.4,34.0,6.0,1.5,0.08,P-NE-011,41.0,1.0
Safety,financialReconciliation,Final Payment Received Time,0.0,30,< 30 days,days,False,4,0.05,0.05,0.4,28.0,12.0,0.6,0.03,P-NE-011,17.0,24.0
Safety,financialReconciliation,Subcontractor Final Payments,1.0,1,100%,%,True,2,0.05,0.05,0.6,60.0,0.0,0.0,0.0,P-NE-011,26.0,1.0
Safety,punchlistCompletion,Avg Time to Close Punch Item,0.0,7,< 7 days,days,False,2,0.05,0.4,0.4,34.8,5.2,2.1,0.1,P-NE-011,39.0,4.0
Safety,punchlistCompletion,Punch List Items Closed Rate,0.95,1,> 95%,%,True,3,0.05,0.4,0.6,37.8,22.2,8.9,0.44,P-NE-011,27.0,0.94
Schedule,clientHandover,Client Satisfaction Score,8.0,10,> 8,/10,True,4,0.05,0.1,0.4,40.0,0.0,0.0,0.0,P-NE-011,45.0,9.0
Schedule,clientHandover,Client Training Completion,1.0,1,100%,%,True,2,0.05,0.1,0.6,33.0,27.0,2.7,0.14,P-NE-011,24.0,0.95
Schedule,finalDocumentation,As-Built Drawing Accuracy,0.9,1,> 90%,%,True,3,0.05,0.3,0.4,33.2,6.8,2.0,0.1,P-NE-011,63.0,1.0
Schedule,finalDocumentation,O&M Manuals Submitted Timely,1.0,1,100%,%,True,3,0.05,0.3,0.6,51.0,9.0,2.7,0.14,P-NE-011,61.0,1.0
Schedule,financialReconciliation,Final Payment Received Time,0.0,30,< 30 days,days,False,4,0.05,0.3,0.45,31.5,13.5,4.1,0.2,P-NE-011,36.0,19.0
Schedule,financialReconciliation,Subcontractor Final Payments,1.0,1,100%,%,True,2,0.05,0.3,0.55,55.0,0.0,0.0,0.0,P-NE-011,53.0,0.98
Schedule,punchlistCompletion,Avg Time to Close Punch Item,0.0,7,< 7 days,days,False,2,0.05,0.3,0.6,52.2,7.8,2.3,0.12,P-NE-011,45.0,4.0
Schedule,punchlistCompletion,Punch List Items Closed Rate,0.95,1,> 95%,%,True,3,0.05,0.3,0.4,25.2,14.8,4.4,0.22,P-NE-011,34.0,0.92
WC Insurance,clientHandover,Client Satisfaction Score,8.0,10,> 8,/10,True,4,0.05,0.05,0.35,35.0,0.0,0.0,0.0,P-NE-011,75.0,9.1
WC Insurance,clientHandover,Client Training Completion,1.0,1,100%,%,True,2,0.05,0.05,0.65,35.8,29.3,1.5,0.07,P-NE-011,63.0,1.0
WC Insurance,finalDocumentation,As-Built Drawing Accuracy,0.9,1,> 90%,%,True,3,0.05,0.025,0.45,37.4,7.7,0.2,0.01,P-NE-011,22.0,0.88
WC Insurance,finalDocumentation,O&M Manuals Submitted Timely,1.0,1,100%,%,True,3,0.05,0.025,0.55,46.8,8.3,0.2,0.01,P-NE-011,57.0,1.0
WC Insurance,financialReconciliation,Final Payment Received Time,0.0,30,< 30 days,days,False,4,0.05,0.025,0.4,28.0,12.0,0.3,0.02,P-NE-011,11.0,25.0
WC Insurance,financialReconciliation,Subcontractor Final Payments,1.0,1,100%,%,True,2,0.05,0.025,0.6,60.0,0.0,0.0,0.0,P-NE-011,19.0,1.0
WC Insurance,punchlistCompletion,Avg Time to Close Punch Item,0.0,7,< 7 days,days,False,2,0.05,0.9,0.4,34.8,5.2,4.7,0.23,P-NE-011,32.0,5.0
WC Insurance,punchlistCompletion,Punch List Items Closed Rate,0.95,1,> 95%,%,True,3,0.05,0.9,0.6,37.8,22.2,20.0,1.0,P-NE-011,26.0,0.97
BR Insurance,clientHandover,Client Satisfaction Score,8.0,10,> 8,/10,True,4,0.1,0.2,0.4,40.0,0.0,0.0,0.0,P-SE-012,12.0,8.0
BR Insurance,clientHandover,Client Training Completion,1.0,1,100%,%,True,2,0.1,0.2,0.6,33.0,27.0,5.4,0.54,P-SE-012,24.0,0.96
BR Insurance,finalDocumentation,As-Built Drawing Accuracy,0.9,1,> 90%,%,True,3,0.1,0.4,0.6,49.8,10.2,4.1,0.41,P-SE-012,48.0,0.95
BR Insurance,finalDocumentation,O&M Manuals Submitted Timely,1.0,1,100%,%,True,3,0.1,0.4,0.4,34.0,6.0,2.4,0.24,P-SE-012,19.0,1.0
BR Insurance,financialReconciliation,Final Payment Received Time,0.0,30,< 30 days,days,False,4,0.1,0.1,0.4,28.0,12.0,1.2,0.12,P-SE-012,44.0,17.0
BR Insurance,financialReconciliation,Subcontractor Final Payments,1.0,1,100%,%,True,2,0.1,0.1,0.6,60.0,0.0,0.0,0.0,P-SE-012,12.0,0.98
BR Insurance,punchlistCompletion,Avg Time to Close Punch Item,0.0,7,< 7 days,days,False,2,0.1,0.3,0.4,34.8,5.2,1.6,0.16,P-SE-012,16.0,6.0
BR Insurance,punchlistCompletion,Punch List Items Closed Rate,0.95,1,> 95%,%,True,3,0.1,0.3,0.6,37.8,22.2,6.7,0.67,P-SE-012,15.0,0.99
CA Insurance,clientHandover,Client Satisfaction Score,8.0,10,> 8,/10,True,4,0.15,0.1,0.4,40.0,0.0,0.0,0.0,P-SE-012,47.0,8.9
CA Insurance,clientHandover,Client Training Completion,1.0,1,100%,%,True,2,0.15,0.1,0.6,33.0,27.0,2.7,0.41,P-SE-012,36.0,0.98
CA Insurance,finalDocumentation,As-Built Drawing Accuracy,0.9,1,> 90%,%,True,3,0.15,0.3,0.4,33.2,6.8,2.0,0.31,P-SE-012,45.0,0.97
