impact_category,process_name,kpi_name,bp_lower_bound,bp_upper_bound,bp_range_display,unit,higher_is_better,importance_weight,phase wt,process wt,KPI wt,realized_value,unrealized_value,process_level_unrealized_value,phase_level_unrealized_value,projectId,score,actual
Schedule,bidreview,Avg Time to Submit Bid,21.0,9999.0,> 21 days,days,True,3,0.05,0.3,0.4,27,13.2,4.0,0.2,P-NE-011,55.0,48.0
Schedule,bidreview,Bid Rate per $1M of ACV,0.0,0.5,< 0.5,/$1M ACV,False,3,0.05,0.3,0.1,6,4.0,1.2,0.06,P-NE-011,31.0,0.34
Schedule,compliance,Bid Package Completeness Rate,1.0,1.0,100%,%,True,3,0.05,0.2,0.4,37,3.2,0.6,0.03,P-NE-011,20.0,0.96
Schedule,compliance,Compliance Matrix Completion Rate,0.95,1.0,> 95%,%,True,2,0.05,0.2,0.1,8,1.6,0.3,0.02,P-NE-011,39.0,0.91
Schedule,compliance,Licensing & Certification Compliance Rate,1.0,1.0,100%,%,True,3,0.05,0.2,0.3,23,7.5,1.5,0.08,P-NE-011,40.0,1.0
Schedule,compliance,Sub Prequal Rate,0.95,1.0,> 95%,%,True,2,0.05,0.2,0.2,15,5.2,1.0,0.05,P-NE-011,53.0,0.94
Schedule,estimating,Avg Number of Sub Quotes per Trade,3.0,99.0,> 3,quote,True,1,0.05,0.4,0.2,15,4.6,1.8,0.09,P-NE-011,3.0,3.14
Schedule,estimating,Avg Selected Sub EMR,0.0,1.0,< 1.00,EMR,False,2,0.05,0.4,0.45,41,4.5,1.8,0.09,P-NE-011,17.0,0.83
Schedule,estimating,Avg Sub Quote Variance,0.0,0.1,< 10%,%,False,1,0.05,0.4,0.25,15,10.0,4.0,0.2,P-NE-011,4.0,0.09
Schedule,estimating,Avg Sub Response Rate,0.8,1.0,> 80%,%,True,1,0.05,0.4,0.1,8,2.5,1.0,0.05,P-NE-011,10.0,0.84
WC Insurance,bidresults,Bid Win Rate,0.15,1.0,> 155,%,True,4,0.05,0.1,0.1,10,0.0,0.0,0.0,P-NE-011,49.0,0.58
WC Insurance,bidresults,Cost Variance,-99.0,0.0,< 0%,%,False,2,0.05,0.1,0.3,19,11.1,1.1,0.06,P-NE-011,62.0,0.0
WC Insurance,bidresults,Profit Variance,1.0,9999.0,> 0%,%,True,4,0.05,0.1,0.2,10,10.0,1.0,0.05,P-NE-011,52.0,2.09
WC Insurance,bidresults,Schedule Variance,-99.0,0.0,< 0%,%,False,2,0.05,0.1,0.4,30,10.0,1.0,0.05,P-NE-011,52.0,0.0
WC Insurance,bidreview,% of Bids Targeted,0.0,0.6,< 60%,%,False,2,0.05,0.4,0.4,30,10.0,4.0,0.2,P-NE-011,17.0,0.51
WC Insurance,bidreview,Avg Days to Submit Bid,0.0,21.0,< 21 days,days,False,3,0.05,0.4,0.15,10,5.0,2.0,0.1,P-NE-011,19.0,17.0
WC Insurance,bidreview,Avg Time to Submit Bid,21.0,9999.0,> 21 days,days,True,3,0.05,0.4,0.35,23,11.6,4.6,0.23,P-NE-011,33.0,38.0
WC Insurance,bidreview,Bid Rate per $1M of ACV,0.0,0.5,< 0.5,/$1M ACV,False,3,0.05,0.4,0.1,6,4.0,1.6,0.08,P-NE-011,27.0,0.33
WC Insurance,compliance,Bid Package Completeness Rate,1.0,1.0,100%,%,True,3,0.05,0.15,0.1,9,0.8,0.1,0.01,P-NE-011,32.0,0.94
WC Insurance,compliance,Compliance Matrix Completion Rate,0.95,1.0,> 95%,%,True,2,0.05,0.15,0.2,17,3.2,0.5,0.02,P-NE-011,3.0,0.88
WC Insurance,compliance,Licensing & Certification Compliance Rate,1.0,1.0,100%,%,True,3,0.05,0.15,0.25,19,6.3,0.9,0.05,P-NE-011,10.0,1.0
WC Insurance,compliance,Sub Prequal Rate,0.95,1.0,> 95%,%,True,2,0.05,0.15,0.45,33,11.7,1.8,0.09,P-NE-011,12.0,0.95
WC Insurance,estimating,Avg Number of Sub Quotes per Trade,3.0,99.0,> 3,quote,True,1,0.05,0.35,0.2,15,4.6,1.6,0.08,P-NE-011,21.0,4.0
WC Insurance,estimating,Avg Selected Sub EMR,0.0,1.0,< 1.00,EMR,False,2,0.05,0.35,0.6,54,6.0,2.1,0.11,P-NE-011,20.0,0.78
WC Insurance,estimating,Avg Sub Quote Variance,0.0,0.1,< 10%,%,False,1,0.05,0.35,0.1,6,4.0,1.4,0.07,P-NE-011,24.0,0.07
WC Insurance,estimating,Avg Sub Response Rate,0.8,1.0,> 80%,%,True,1,0.05,0.35,0.1,8,2.5,0.9,0.04,P-NE-011,25.0,0.9
BR Insurance,bidresults,Bid Win Rate,0.15,1.0,> 155,%,True,4,0.05,0.1,0.1,10,0.0,0.0,0.0,P-SE-012,3.0,0.18
BR Insurance,bidresults,Cost Variance,-99.0,0.0,< 0%,%,False,2,0.05,0.1,0.3,19,11.1,1.1,0.06,P-SE-012,6.0,0.0
BR Insurance,bidresults,Profit Variance,1.0,9999.0,> 0%,%,True,4,0.05,0.1,0.2,10,10.0,1.0,0.05,P-SE-012,18.0,1.3
BR Insurance,bidresults,Schedule Variance,-99.0,0.0,< 0%,%,False,2,0.05,0.1,0.4,30,10.0,1.0,0.05,P-SE-012,9.0,0.0
BR Insurance,bidreview,% of Bids Targeted,0.0,0.6,< 60%,%,False,2,0.05,0.35,0.35,26,8.8,3.1,0.15,P-SE-012,39.0,0.34
BR Insurance,bidreview,Avg Days to Submit Bid,0.0,21.0,< 21 days,days,False,3,0.05,0.35,0.15,10,5.0,1.7,0.09,P-SE-012,41.0,14.0
BR Insurance,bidreview,Avg Time to Submit Bid,21.0,9999.0,> 21 days,days,True,3,0.05,0.35,0.4,27,13.2,4.6,0.23,P-SE-012,26.0,32.0
BR Insurance,bidreview,Bid Rate per $1M of ACV,0.0,0.5,< 0.5,/$1M ACV,False,3,0.05,0.35,0.1,6,4.0,1.4,0.07,P-SE-012,36.0,0.32
BR Insurance,compliance,Bid Package Completeness Rate,1.0,1.0,100%,%,True,3,0.05,0.15,0.4,37,3.2,0.5,0.02,P-SE-012,34.0,1.0
BR Insurance,compliance,Compliance Matrix Completion Rate,0.95,1.0,> 95%,%,True,2,0.05,0.15,0.2,17,3.2,0.5,0.02,P-SE-012,4.0,0.87
BR Insurance,compliance,Licensing & Certification Compliance Rate,1.0,1.0,100%,%,True,3,0.05,0.15,0.1,8,2.5,0.4,0.02,P-SE-012,19.0,1.0
BR Insurance,compliance,Sub Prequal Rate,0.95,1.0,> 95%,%,True,2,0.05,0.15,0.3,22,7.8,1.2,0.06,P-SE-012,27.0,0.96
BR Insurance,estimating,Avg Number of Sub Quotes per Trade,3.0,99.0,> 3,quote,True,1,0.05,0.4,0.3,23,6.9,2.8,0.14,P-SE-012,18.0,4.23
BR Insurance,estimating,Avg Selected Sub EMR,0.0,1.0,< 1.00,EMR,False,2,0.05,0.4,0.2,18,2.0,0.8,0.04,P-SE-012,34.0,0.72
BR Insurance,estimating,Avg Sub Quote Variance,0.0,0.1,< 10%,%,False,1,0.05,0.4,0.4,24,16.0,6.4,0.32,P-SE-012,34.0,0.06
BR Insurance,estimating,Avg Sub Response Rate,0.8,1.0,> 80%,%,True,1,0.05,0.4,0.1,8,2.5,1.0,0.05,P-SE-012,6.0,0.77
CA Insurance,bidresults,Bid Win Rate,0.15,1.0,> 155,%,True,4,0.05,0.1,0.1,10,0.0,0.0,0.0,P-SE-012,35.0,0.42
CA Insurance,bidresults,Cost Variance,-99.0,0.0,< 0%,%,False,2,0.05,0.1,0.3,19,11.1,1.1,0.06,P-SE-012,37.0,0.0
CA Insurance,bidresults,Profit Variance,1.0,9999.0,> 0%,%,True,4,0.05,0.1,0.2,10,10.0,1.0,0.05,P-SE-012,11.0,1.29
CA Insurance,bidresults,Schedule Variance,-99.0,0.0,< 0%,%,False,2,0.05,0.1,0.4,30,10.0,1.0,0.05,P-SE-012,17.0,0.0
CA Insurance,bidreview,% of Bids Targeted,0.0,0.6,< 60%,%,False,2,0.05,0.3,0.25,19,6.3,1.9,0.09,P-SE-012,31.0,0.38
CA Insurance,bidreview,Avg Days to Submit Bid,0.0,21.0,< 21 days,days,False,3,0.05,0.3,0.25,17,8.3,2.5,0.12,P-SE-012,29.0,16.0
CA Insurance,bidreview,Avg Time to Submit Bid,21.0,9999.0,> 21 days,days,True,3,0.05,0.3,0.25,17,8.3,2.5,0.12,P-SE-012,25.0,31.0
CA Insurance,bidreview,Bid Rate per $1M of ACV,0.0,0.5,< 0.5,/$1M ACV,False,3,0.05,0.3,0.25,15,10.0,3.0,0.15,P-SE-012,32.0,0.36
CA Insurance,compliance,Bid Package Completeness Rate,1.0,1.0,100%,%,True,3,0.05,0.2,0.1,9,0.8,0.2,0.01,P-SE-012,35.0,1.0
CA Insurance,compliance,Compliance Matrix Completion Rate,0.95,1.0,> 95%,%,True,2,0.05,0.2,0.2,17,3.2,0.6,0.03,P-SE-012,36.0,0.89
CA Insurance,compliance,Licensing & Certification Compliance Rate,1.0,1.0,100%,%,True,3,0.05,0.2,0.25,19,6.3,1.3,0.06,P-SE-012,27.0,1.0
CA Insurance,compliance,Sub Prequal Rate,0.95,1.0,> 95%,%,True,2,0.05,0.2,0.45,33,11.7,2.3,0.12,P-SE-012,13.0,1.0
CA Insurance,estimating,Avg Number of Sub Quotes per Trade,3.0,99.0,> 3,quote,True,1,0.05,0.4,0.3,23,6.9,2.8,0.14,P-SE-012,21.0,3.88
CA Insurance,estimating,Avg Selected Sub EMR,0.0,1.0,< 1.00,EMR,False,2,0.05,0.4,0.4,36,4.0,1.6,0.08,P-SE-012,3.0,0.96
CA Insurance,estimating,Avg Sub Quote Variance,0.0,0.1,< 10%,%,False,1,0.05,0.4,0.2,12,8.0,3.2,0.16,P-SE-012,11.0,0.09
CA Insurance,estimating,Avg Sub Response Rate,0.8,1.0,> 80%,%,True,1,0.05,0.4,0.1,8,2.5,1.0,0.05,P-SE-012,8.0,0.86
Cost,bidresults,Bid Win Rate,0.15,1.0,> 155,%,True,4,0.3,0.1,0.1,10,0.0,0.0,0.0,P-SE-012,27.0,0.39
Cost,bidresults,Cost Variance,-99.0,0.0,< 0%,%,False,2,0.3,0.1,0.45,28,16.7,1.7,0.5,P-SE-012,26.0,0.0
Cost,bidresults,Profit Variance,1.0,9999.0,> 0%,%,True,4,0.3,0.1,0.3,15,15.0,1.5,0.45,P-SE-012,23.0,1.33
Cost,bidresults,Schedule Variance,-99.0,0.0,< 0%,%,False,2,0.3,0.1,0.15,11,3.8,0.4,0.11,P-SE-012,30.0,0.0
Cost,bidreview,% of Bids Targeted,0.0,0.6,< 60%,%,False,2,0.3,0.3,0.3,23,7.5,2.3,0.68,P-SE-012,22.0,0.48
Cost,bidreview,Avg Days to Submit Bid,0.0,21.0,< 21 days,days,False,3,0.3,0.3,0.2,13,6.6,2.0,0.59,P-SE-012,21.0,18.0
Cost,bidreview,Avg Time to Submit Bid,21.0,9999.0,> 21 days,days,True,3,0.3,0.3,0.4,27,13.2,4.0,1.19,P-SE-012,25.0,30.0
Cost,bidreview,Bid Rate per $1M of ACV,0.0,0.5,< 0.5,/$1M ACV,False,3,0.3,0.3,0.1,6,4.0,1.2,0.36,P-SE-012,15.0,0.43
Cost,compliance,Bid Package Completeness Rate,1.0,1.0,100%,%,True,3,0.3,0.15,0.4,37,3.2,0.5,0.14,P-SE-012,43.0,0.97
Cost,compliance,Compliance Matrix Completion Rate,0.95,1.0,> 95%,%,True,2,0.3,0.15,0.3,25,4.8,0.7,0.22,P-SE-012,43.0,0.95
Cost,compliance,Licensing & Certification Compliance Rate,1.0,1.0,100%,%,True,3,0.3,0.15,0.1,8,2.5,0.4,0.11,P-SE-012,34.0,1.0
Cost,compliance,Sub Prequal Rate,0.95,1.0,> 95%,%,True,2,0.3,0.15,0.2,15,5.2,0.8,0.23,P-SE-012,5.0,1.0
Cost,estimating,Avg Number of Sub Quotes per Trade,3.0,99.0,> 3,quote,True,1,0.3,0.45,0.3,23,6.9,3.1,0.93,P-SE-012,7.0,3.36
Cost,estimating,Avg Selected Sub EMR,0.0,1.0,< 1.00,EMR,False,2,0.3,0.45,0.1,9,1.0,0.5,0.14,P-SE-012,11.0,0.91
Cost,estimating,Avg Sub Quote Variance,0.0,0.1,< 10%,%,False,1,0.3,0.45,0.4,24,16.0,7.2,2.16,P-SE-012,21.0,0.07
Cost,estimating,Avg Sub Response Rate,0.8,1.0,> 80%,%,True,1,0.3,0.45,0.2,15,5.0,2.3,0.68,P-SE-012,13.0,0.79
GL Insurance,bidresults,Bid Win Rate,0.15,1.0,> 155,%,True,4,0.1,0.1,0.1,10,0.0,0.0,0.0,P-SE-012,51.0,0.54
GL Insurance,bidresults,Cost Variance,-99.0,0.0,< 0%,%,False,2,0.1,0.1,0.3,19,11.1,1.1,0.11,P-SE-012,40.0,0.0
GL Insurance,bidresults,Profit Variance,1.0,9999.0,> 0%,%,True,4,0.1,0.1,0.2,10,10.0,1.0,0.1,P-SE-012,32.0,1.48
GL Insurance,bidresults,Schedule Variance,-99.0,0.0,< 0%,%,False,2,0.1,0.1,0.4,30,10.0,1.0,0.1,P-SE-012,37.0,0.0
GL Insurance,bidreview,% of Bids Targeted,0.0,0.6,< 60%,%,False,2,0.1,0.35,0.45,34,11.3,3.9,0.39,P-SE-012,29.0,0.39
GL Insurance,bidreview,Avg Days to Submit Bid,0.0,21.0,< 21 days,days,False,3,0.1,0.35,0.1,7,3.3,1.2,0.12,P-SE-012,39.0,12.0
GL Insurance,bidreview,Avg Time to Submit Bid,21.0,9999.0,> 21 days,days,True,3,0.1,0.35,0.35,23,11.6,4.0,0.4,P-SE-012,20.0,30.0
GL Insurance,bidreview,Bid Rate per $1M of ACV,0.0,0.5,< 0.5,/$1M ACV,False,3,0.1,0.35,0.1,6,4.0,1.4,0.14,P-SE-012,19.0,0.42
GL Insurance,compliance,Bid Package Completeness Rate,1.0,1.0,100%,%,True,3,0.1,0.15,0.25,23,2.0,0.3,0.03,P-SE-012,21.0,1.0
GL Insurance,compliance,Compliance Matrix Completion Rate,0.95,1.0,> 95%,%,True,2,0.1,0.15,0.2,17,3.2,0.5,0.05,P-SE-012,38.0,0.89
GL Insurance,compliance,Licensing & Certification Compliance Rate,1.0,1.0,100%,%,True,3,0.1,0.15,0.15,11,3.8,0.6,0.06,P-SE-012,39.0,0.93
GL Insurance,compliance,Sub Prequal Rate,0.95,1.0,> 95%,%,True,2,0.1,0.15,0.4,30,10.4,1.6,0.16,P-SE-012,14.0,1.0
GL Insurance,estimating,Avg Number of Sub Quotes per Trade,3.0,99.0,> 3,quote,True,1,0.1,0.4,0.3,23,6.9,2.8,0.28,P-SE-012,15.0,4.05
GL Insurance,estimating,Avg Selected Sub EMR,0.0,1.0,< 1.00,EMR,False,2,0.1,0.4,0.4,36,4.0,1.6,0.16,P-SE-012,47.0,0.58
GL Insurance,estimating,Avg Sub Quote Variance,0.0,0.1,< 10%,%,False,1,0.1,0.4,0.2,12,8.0,3.2,0.32,P-SE-012,31.0,0.06
GL Insurance,estimating,Avg Sub Response Rate,0.8,1.0,> 80%,%,True,1,0.1,0.4,0.1,8,2.5,1.0,0.1,P-SE-012,17.0,0.81
Safety,bidresults,Bid Win Rate,0.15,1.0,> 155,%,True,4,0.1,0.1,0.1,10,0.0,0.0,0.0,P-SE-012,29.0,0.38
Safety,bidresults,Cost Variance,-99.0,0.0,< 0%,%,False,2,0.1,0.1,0.3,19,11.1,1.1,0.11,P-SE-012,15.0,0.0
Safety,bidresults,Profit Variance,1.0,9999.0,> 0%,%,True,4,0.1,0.1,0.2,10,10.0,1.0,0.1,P-SE-012,17.0,1.45
Safety,bidresults,Schedule Variance,-99.0,0.0,< 0%,%,False,2,0.1,0.1,0.4,30,10.0,1.0,0.1,P-SE-012,9.0,0.0
Safety,bidreview,% of Bids Targeted,0.0,0.6,< 60%,%,False,2,0.1,0.4,0.4,30,10.0,4.0,0.4,P-SE-012,18.0,0.49
Safety,bidreview,Avg Days to Submit Bid,0.0,21.0,< 21 days,days,False,3,0.1,0.4,0.15,10,5.0,2.0,0.2,P-SE-012,11.0,19.0
Safety,bidreview,Avg Time to Submit Bid,21.0,9999.0,> 21 days,days,True,3,0.1,0.4,0.35,23,11.6,4.6,0.46,P-SE-012,9.0,26.0
Safety,bidreview,Bid Rate per $1M of ACV,0.0,0.5,< 0.5,/$1M ACV,False,3,0.1,0.4,0.1,6,4.0,1.6,0.16,P-SE-012,11.0,0.46
Safety,compliance,Bid Package Completeness Rate,1.0,1.0,100%,%,True,3,0.1,0.15,0.1,9,0.8,0.1,0.01,P-SE-012,17.0,0.93
Safety,compliance,Compliance Matrix Completion Rate,0.95,1.0,> 95%,%,True,2,0.1,0.15,0.2,17,3.2,0.5,0.05,P-SE-012,24.0,0.9
Safety,compliance,Licensing & Certification Compliance Rate,1.0,1.0,100%,%,True,3,0.1,0.15,0.25,19,6.3,0.9,0.09,P-SE-012,23.0,0.95
Safety,compliance,Sub Prequal Rate,0.95,1.0,> 95%,%,True,2,0.1,0.15,0.45,33,11.7,1.8,0.18,P-SE-012,16.0,0.89
Safety,estimating,Avg Number of Sub Quotes per Trade,3.0,99.0,> 3,quote,True,1,0.1,0.35,0.25,19,5.8,2.0,0.2,P-SE-012,3.0,2.93
Safety,estimating,Avg Selected Sub EMR,0.0,1.0,< 1.00,EMR,False,2,0.1,0.35,0.5,45,5.0,1.8,0.18,P-SE-012,28.0,0.71
Safety,estimating,Avg Sub Quote Variance,0.0,0.1,< 10%,%,False,1,0.1,0.35,0.1,6,4.0,1.4,0.14,P-SE-012,5.0,0.1
Safety,estimating,Avg Sub Response Rate,0.8,1.0,> 80%,%,True,1,0.1,0.35,0.15,11,3.8,1.3,0.13,P-SE-012,16.0,0.75
Schedule,bidresults,Bid Win Rate,0.15,1.0,> 155,%,True,4,0.05,0.1,0.1,10,0.0,0.0,0.0,P-SE-012,18.0,0.28
Schedule,bidresults,Cost Variance,-99.0,0.0,< 0%,%,False,2,0.05,0.1,0.3,19,11.1,1.1,0.06,P-SE-012,23.0,0.0
Schedule,bidresults,Profit Variance,1.0,9999.0,> 0%,%,True,4,0.05,0.1,0.15,8,7.5,0.8,0.04,P-SE-012,25.0,1.59
Schedule,bidresults,Schedule Variance,-99.0,0.0,< 0%,%,False,2,0.05,0.1,0.45,34,11.3,1.1,0.06,P-SE-012,24.0,0.0
Schedule,bidreview,% of Bids Targeted,0.0,0.6,< 60%,%,False,2,0.05,0.3,0.2,15,5.0,1.5,0.08,P-SE-012,10.0,0.57
Schedule,bidreview,Avg Days to Submit Bid,0.0,21.0,< 21 days,days,False,3,0.05,0.3,0.3,20,9.9,3.0,0.15,P-SE-012,41.0,13.0
Schedule,bidreview,Avg Time to Submit Bid,21.0,9999.0,> 21 days,days,True,3,0.05,0.3,0.4,27,13.2,4.0,0.2,P-SE-012,34.0,35.0
Schedule,bidreview,Bid Rate per $1M of ACV,0.0,0.5,< 0.5,/$1M ACV,False,3,0.05,0.3,0.1,6,4.0,1.2,0.06,P-SE-012,24.0,0.37
Schedule,compliance,Bid Package Completeness Rate,1.0,1.0,100%,%,True,3,0.05,0.2,0.4,37,3.2,0.6,0.03,P-SE-012,16.0,1.0
Schedule,compliance,Compliance Matrix Completion Rate,0.95,1.0,> 95%,%,True,2,0.05,0.2,0.1,8,1.6,0.3,0.02,P-SE-012,15.0,0.96
Schedule,compliance,Licensing & Certification Compliance Rate,1.0,1.0,100%,%,True,3,0.05,0.2,0.3,23,7.5,1.5,0.08,P-SE-012,38.0,1.0
Schedule,compliance,Sub Prequal Rate,0.95,1.0,> 95%,%,True,2,0.05,0.2,0.2,15,5.2,1.0,0.05,P-SE-012,15.0,0.91
Schedule,estimating,Avg Number of Sub Quotes per Trade,3.0,99.0,> 3,quote,True,1,0.05,0.4,0.2,15,4.6,1.8,0.09,P-SE-012,31.0,4.99
Schedule,estimating,Avg Selected Sub EMR,0.0,1.0,< 1.00,EMR,False,2,0.05,0.4,0.45,41,4.5,1.8,0.09,P-SE-012,9.0,0.84
Schedule,estimating,Avg Sub Quote Variance,0.0,0.1,< 10%,%,False,1,0.05,0.4,0.25,15,10.0,4.0,0.2,P-SE-012,11.0,0.08
Schedule,estimating,Avg Sub Response Rate,0.8,1.0,> 80%,%,True,1,0.05,0.4,0.1,8,2.5,1.0,0.05,P-SE-012,5.0,0.79
WC Insurance,bidresults,Bid Win Rate,0.15,1.0,> 155,%,True,4,0.05,0.1,0.1,10,0.0,0.0,0.0,P-SE-012,37.0,0.45
WC Insurance,bidresults,Cost Variance,-99.0,0.0,< 0%,%,False,2,0.05,0.1,0.3,19,11.1,1.1,0.06,P-SE-012,12.0,0.0
WC Insurance,bidresults,Profit Variance,1.0,9999.0,> 0%,%,True,4,0.05,0.1,0.2,10,10.0,1.0,0.05,P-SE-012,9.0,1.27
WC Insurance,bidresults,Schedule Variance,-99.0,0.0,< 0%,%,False,2,0.05,0.1,0.4,30,10.0,1.0,0.05,P-SE-012,45.0,0.0
WC Insurance,bidreview,% of Bids Targeted,0.0,0.6,< 60%,%,False,2,0.05,0.4,0.4,30,10.0,4.0,0.2,P-SE-012,3.0,0.54
WC Insurance,bidreview,Avg Days to Submit Bid,0.0,21.0,< 21 days,days,False,3,0.05,0.4,0.15,10,5.0,2.0,0.1,P-SE-012,15.0,19.0
WC Insurance,bidreview,Avg Time to Submit Bid,21.0,9999.0,> 21 days,days,True,3,0.05,0.4,0.35,23,11.6,4.6,0.23,P-SE-012,4.0,22.0
WC Insurance,bidreview,Bid Rate per $1M of ACV,0.0,0.5,< 0.5,/$1M ACV,False,3,0.05,0.4,0.1,6,4.0,1.6,0.08,P-SE-012,17.0,0.42
WC Insurance,compliance,Bid Package Completeness Rate,1.0,1.0,100%,%,True,3,0.05,0.15,0.1,9,0.8,0.1,0.01,P-SE-012,21.0,1.0
WC Insurance,compliance,Compliance Matrix Completion Rate,0.95,1.0,> 95%,%,True,2,0.05,0.15,0.2,17,3.2,0.5,0.02,P-SE-012,19.0,1.0
WC Insurance,compliance,Licensing & Certification Compliance Rate,1.0,1.0,100%,%,True,3,0.05,0.15,0.25,19,6.3,0.9,0.05,P-SE-012,16.0,1.0
WC Insurance,compliance,Sub Prequal Rate,0.95,1.0,> 95%,%,True,2,0.05,0.15,0.45,33,11.7,1.8,0.09,P-SE-012,20.0,0.92
WC Insurance,estimating,Avg Number of Sub Quotes per Trade,3.0,99.0,> 3,quote,True,1,0.05,0.35,0.2,15,4.6,1.6,0.08,P-SE-012,17.0,4.39
WC Insurance,estimating,Avg Selected Sub EMR,0.0,1.0,< 1.00,EMR,False,2,0.05,0.35,0.6,54,6.0,2.1,0.11,P-SE-012,14.0,0.8
WC Insurance,estimating,Avg Sub Quote Variance,0.0,0.1,< 10%,%,False,1,0.05,0.35,0.1,6,4.0,1.4,0.07,P-SE-012,13.0,0.08
WC Insurance,estimating,Avg Sub Response Rate,0.8,1.0,> 80%,%,True,1,0.05,0.35,0.1,8,2.5,0.9,0.04,P-SE-012,24.0,0.86
BR Insurance,bidresults,Bid Win Rate,0.15,1.0,> 155,%,True,4,0.05,0.1,0.1,10,0.0,0.0,0.0,P-MW-013,43.0,0.54
BR Insurance,bidresults,Cost Variance,-99.0,0.0,< 0%,%,False,2,0.05,0.1,0.3,19,11.1,1.1,0.06,P-MW-013,23.0,0.0
BR Insurance,bidresults,Profit Variance,1.0,9999.0,> 0%,%,True,4,0.05,0.1,0.2,10,10.0,1.0,0.05,P-MW-013,18.0,1.37
BR Insurance,bidresults,Schedule Variance,-99.0,0.0,< 0%,%,False,2,0.05,0.1,0.4,30,10.0,1.0,0.05,P-MW-013,23.0,0.0
BR Insurance,bidreview,% of Bids Targeted,0.0,0.6,< 60%,%,False,2,0.05,0.35,0.35,26,8.8,3.1,0.15,P-MW-013,31.0,0.39
BR Insurance,bidreview,Avg Days to Submit Bid,0.0,21.0,< 21 days,days,False,3,0.05,0.35,0.15,10,5.0,1.7,0.09,P-MW-013,26.0,16.0
BR Insurance,bidreview,Avg Time to Submit Bid,21.0,9999.0,> 21 days,days,True,3,0.05,0.35,0.4,27,13.2,4.6,0.23,P-MW-013,57.0,44.0
BR Insurance,bidreview,Bid Rate per $1M of ACV,0.0,0.5,< 0.5,/$1M ACV,False,3,0.05,0.35,0.1,6,4.0,1.4,0.07,P-MW-013,32.0,0.33
BR Insurance,compliance,Bid Package Completeness Rate,1.0,1.0,100%,%,True,3,0.05,0.15,0.4,37,3.2,0.5,0.02,P-MW-013,7.0,1.0
BR Insurance,compliance,Compliance Matrix Completion Rate,0.95,1.0,> 95%,%,True,2,0.05,0.15,0.2,17,3.2,0.5,0.02,P-MW-013,9.0,0.89
BR Insurance,compliance,Licensing & Certification Compliance Rate,1.0,1.0,100%,%,True,3,0.05,0.15,0.1,8,2.5,0.4,0.02,P-MW-013,25.0,1.0
BR Insurance,compliance,Sub Prequal Rate,0.95,1.0,> 95%,%,True,2,0.05,0.15,0.3,22,7.8,1.2,0.06,P-MW-013,16.0,0.98
BR Insurance,estimating,Avg Number of Sub Quotes per Trade,3.0,99.0,> 3,quote,True,1,0.05,0.4,0.3,23,6.9,2.8,0.14,P-MW-013,32.0,4.46
BR Insurance,estimating,Avg Selected Sub EMR,0.0,1.0,< 1.00,EMR,False,2,0.05,0.4,0.2,18,2.0,0.8,0.04,P-MW-013,23.0,0.73
BR Insurance,estimating,Avg Sub Quote Variance,0.0,0.1,< 10%,%,False,1,0.05,0.4,0.4,24,16.0,6.4,0.32,P-MW-013,12.0,0.09
BR Insurance,estimating,Avg Sub Response Rate,0.8,1.0,> 80%,%,True,1,0.05,0.4,0.1,8,2.5,1.0,0.05,P-MW-013,21.0,0.77
CA Insurance,bidresults,Bid Win Rate,0.15,1.0,> 155,%,True,4,0.05,0.1,0.1,10,0.0,0.0,0.0,P-MW-013,17.0,0.3
CA Insurance,bidresults,Cost Variance,-99.0,0.0,< 0%,%,False,2,0.05,0.1,0.3,19,11.1,1.1,0.06,P-MW-013,37.0,0.0
CA Insurance,bidresults,Profit Variance,1.0,9999.0,> 0%,%,True,4,0.05,0.1,0.2,10,10.0,1.0,0.05,P-MW-013,42.0,1.91
CA Insurance,bidresults,Schedule Variance,-99.0,0.0,< 0%,%,False,2,0.05,0.1,0.4,30,10.0,1.0,0.05,P-MW-013,46.0,0.0
CA Insurance,bidreview,% of Bids Targeted,0.0,0.6,< 60%,%,False,2,0.05,0.3,0.25,19,6.3,1.9,0.09,P-MW-013,49.0,0.28
CA Insurance,bidreview,Avg Days to Submit Bid,0.0,21.0,< 21 days,days,False,3,0.05,0.3,0.25,17,8.3,2.5,0.12,P-MW-013,27.0,17.0
CA Insurance,bidreview,Avg Time to Submit Bid,21.0,9999.0,> 21 days,days,True,3,0.05,0.3,0.25,17,8.3,2.5,0.12,P-MW-013,25.0,30.0
CA Insurance,bidreview,Bid Rate per $1M of ACV,0.0,0.5,< 0.5,/$1M ACV,False,3,0.05,0.3,0.25,15,10.0,3.0,0.15,P-MW-013,58.0,0.21
CA Insurance,compliance,Bid Package Completeness Rate,1.0,1.0,100%,%,True,3,0.05,0.2,0.1,9,0.8,0.2,0.01,P-MW-013,22.0,1.0
CA Insurance,compliance,Compliance Matrix Completion Rate,0.95,1.0,> 95%,%,True,2,0.05,0.2,0.2,17,3.2,0.6,0.03,P-MW-013,15.0,1.0
CA Insurance,compliance,Licensing & Certification Compliance Rate,1.0,1.0,100%,%,True,3,0.05,0.2,0.25,19,6.3,1.3,0.06,P-MW-013,47.0,1.0
CA Insurance,compliance,Sub Prequal Rate,0.95,1.0,> 95%,%,True,2,0.05,0.2,0.45,33,11.7,2.3,0.12,P-MW-013,45.0,0.94
